,Text,Predicted Label,LLM Response,True Label,Prediction Time
183,An employee was monitoring bags as they were conveyed into the X-ray/scale sensors. The arm of the reject conveyor closed on her right arm. The employee was hospitalized with compartment syndrome of the right arm.,"Cuts, lacerations","Cuts, lacer","Traumatic injuries and disorders, n.e.c.",0.5430405139923096
185,An employee reached under the guard of the punch press to clear a bottle jam. The trimmer came down and cut his right thumb.,Amputations,Amputations,"Cuts, lacerations",0.4579782485961914
187,"An employee was loading tires onto a flat trailer. He tripped and fell, striking his head on the ground and suffering hairline skull fractures. He was hospitalized.","Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.506845235824585
189,"An employee was unloading lime from a pneumatic trailer. The lower portion of the trailer exploded, striking the employee in the head and face and sending him into a steel beam. He suffered multiple fractures to the head and face area.",Fractures (except skull fractures) and concussions,22,Fractures,0.4522538185119629
190,An employee was removing a tarp from a flatbed when a bungee strap broke causing him to fall off the flatbed to the ground. The employee was hospitalized with four cracked ribs.,"Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5051460266113281
192,"While operating a winding machine, an employee was unable to let go of the finishing tape on the outside of the coil or to stop the machine via the foot pedal. Her arm was then caught and seriously injured, requiring hospitalization.","Cuts, lacerations","Cuts, lacer","Soreness, pain, hurt-nonspecified injury",0.5416302680969238
194,An employee fell off a ladder and was hospitalized.,"Traumatic injuries and disorders, n.e.c.",Traumatic injuries and disorders,"Traumatic injuries and disorders, unspecified",0.5118699073791504
195,"An employee's hand was caught in a bagel-forming belt, resulting in a fractured right wrist.","Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5108680725097656
196,"An employee was preparing to remove a jammed spout from a spout block. The employee attempted to manually lift the spout block by pushing up on the cylinder underneath to get to the spout. The spout block came back down and caught his hand, causing a laceration and fracture. He was hospitalized. The machine was locked out and de-energized at the time.",Fractures (except skull fractures) and concussions,22,Fractures,0.4558112621307373
198,"An employee was walking toward a door entry when he lost his footing on the edge of the sidewalk and fell to the ground, suffering multiple fractures to his hip joint.",Fractures and dislocations,Fractures and dis,Fractures,0.5225667953491211
200,An employee was handing out water when he stepped into a walk-behind trowel machine that was running. The employee was injured by the blade of the walk-behind trowel resulting in hospitalization.,"Cuts, lacerations","Cuts, lacer","Traumatic injuries and disorders, unspecified",0.5440073013305664
201,An employee was performing landscaping work when he began feeling dizzy and unwell. He was hospitalized for dehydration.,"Heat exhaustion, prostration","Heat exhaustion, prostration","Effects of heat and light, n.e.c.",0.5092363357543945
202,"An employee was changing out a motor. While it was being removed, the motor shifted and pinched fingertips on the employee's left hand. The employee suffered partial amputations to the last joints of the ring and middle fingers.","Amputations, avulsions, enucleations  unspecified","Amputations, av",Amputations,0.5454843044281006
203,"An employee was backing a forklift through an aisle when it struck another forklift. The employee suffered a loss of consciousness, then pain and weakness in the upper extremities.",Concussions,Concussions,"Soreness, pain, hurt-nonspecified injury",0.4632573127746582
204,"On July 24, 2024, an electrical lineman was in a bucket truck and came in contact with a live, electrical power line resulting in hospitalization for electrical burns.","Electrical burns, unspecified","Electrical burns, unspecified",Electrical burns  any degree,0.5163893699645996
205,A chef was working when he started to feel fatigued. He was admitted to the hospital for dehydration.,"Heat exhaustion, fatigue","Heat exhaustion, fatigue","Effects of heat and light, n.e.c.",0.5097336769104004
206,An employee was on a horse performing ranch work when the horse went into a ditch and fell over on the employee. They suffered hip and leg injuries.,"Traumatic injuries and disorders, n.e.c.",Traumatic injuries and disorders,"Soreness, pain, hurt-nonspecified injury",0.507188081741333
207,"An employee was placing a tarp on a trailer when he fell to the ground, dislocating his left hip, fracturing his pelvis, and suffering abrasions.",Dislocation of joints,Dislocation of joints,Fractures and dislocations,0.5179774761199951
208,"An employee was on a ladder trimming branches from a tree when they fell 7 feet to the ground below. The employee sustained a clavicle fracture, rib fractures, a lumbar vertebra compression fracture, and a collapsed lung.","Fractures and other injuries, n.e.c.",Fractures and other,Internal injuries to organs and blood vessels of the trunk,0.5573925971984863
210,An employee smashed the left pinky finger when closing a dumpster door. The employee was hospitalized and required surgery.,Amputations,Amputations,Crushing injuries,0.4583876132965088
211,An employee's finger was pinched between a motor cover and forklift forks while trying to reposition the load on the forks.,Unknown,Cuts and lacer,"Soreness, pain, hurt-nonspecified injury",0.5073437690734863
212,"An employee was cleaning the floor around a conveyance area when their right index finger was caught between a partially broken conveyor link and the transition plate, resulting in a partial amputation.","Amputations, avulsions, enucleations  unspecified","Amputations, av",Amputations,0.5138132572174072
214,An employee was operating a forklift when she ran into a second stationary lift. The stationary lift's clamper entered the driver's cab and injured her right leg and hip.,"Cuts, lacerations","Cuts, lacer","Soreness, pain, hurt-nonspecified injury",0.5044124126434326
215,"An employee fell from a 6-foot ladder, fracturing her arm and requiring hospitalization.","Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5074784755706787
216,An employee was operating a brake press when his right hand was caught in the point of operation. The employee sustained a compound fracture to the right hand.,"Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5072615146636963
218,"An employee was unloading 12 scaffolding frames for a client. The frames were standing upright against the back window of a pickup truck and were strapped in. The pickup was on a street with a slight incline. The employee unsecured the frames, took one section off, and moved to the tailgate area of the truck to hand the frame to the client on the ground. As the employee's back was turned, the frames started falling toward him and he tried to jump out of the back of the truck, but the frames caught his left leg. The employee suffered a compound fracture in his lower left leg and was hospitalized.",Fractures (except skull fractures) and concussions,22,Fractures,0.459841251373291
220,An employee fell approximately 15 feet from a ladder when he lost his balance while removing hurricane shutter panels. He injured his back and had surgery.,"Traumatic injuries and disorders, n.e.c.",Traumatic injuries and disorders,"Soreness, pain, hurt-nonspecified injury",0.509087324142456
221,"An employee fell 20 feet off a roof while installing fiber optic cabling, suffering two fractured hips, a broken collarbone, and multiple other broken bones. The employee was hospitalized. Fall protection was not worn at the time of the incident.","Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5533661842346191
222,An employee fell from a ladder and was hospitalized.,"Traumatic injuries and disorders, n.e.c.",Traumatic injuries and disorders,"Traumatic injuries and disorders, unspecified",0.5090639591217041
223,An employee was thrown from a powered industrial truck to the floor. The employee suffered a broken leg and was hospitalized.,"Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5075478553771973
225,"An employee was bending over to grab some trays from a pallet that was on the floor when a pallet of raw material boxes tipped over and fell from a rack, landing on top of the employee. He suffered a head laceration and concussion, cervical fracture, and left ankle sprain.","Multiple traumatic injuries and disorders, n.e.c.",Multiple traumatic injuries and disorders,Fractures (except skull fractures) and concussions,0.546250581741333
226,"An employee was climbing a ladder when he slipped and fell to the floor, resulting in a wrist injury.",Unknown,Cuts and lacer,"Soreness, pain, hurt-nonspecified injury",0.5091421604156494
227,Employee fell and broke her left hip while trying to reach for a broom to kill a spider.,"Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5123867988586426
228,"An employee slipped while walking on a wet floor and experienced a hip fracture, resulting in hospitalization and surgery.","Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.5107758045196533
236,"An employee was moving muck that had been dredged from a waterway with a bulldozer. He drove over a ledge and the bulldozer went down quickly and came to a sudden stop. He was thrown forward and struck the front console and windshield, suffering neck and arm pain. A seatbelt was not worn at the time.","Traumatic injuries and disorders, n.e.c.",Traumatic injuries and disorders,"Soreness, pain, hurt-nonspecified injury",0.5523977279663086
239,"An employee was disassembling a powered actuated tool that was jammed. As he attempted to put the barrel back on the device, it was actuated and the ram rod impaled his right hand.","Cuts, lacerations","Cuts, lacer","Puncture wounds, except gunshot wounds",0.545128583908081
241,"An employee was assisting another employee in hooking up a hose to a vacuum truck.   The manifold over pressured and exploded, and the valve connected to the tank truck sheared, releasing solvent. The explosion knocked the employee to the ground breaking his arm, injuring his left eye and rupturing his eardrum.","Multiple traumatic injuries and disorders, n.e.c.",Multiple traumatic injuries and disorders,"Fractures and other injuries, n.e.c.",0.54632568359375
244,"An employee was working with a high pressure pump replacing swab. When the cap plug was unscrewed it fell out onto the employee's right middle finger, breaking the finger.",Amputations,Amputations,Fractures,0.4664769172668457
248,"On January 19, 2021, an employee was loosening the nut on an auger retention bolt with his right hand while supporting himself with his left hand against a drilling machine when a bar on the machine came down and pinned his hand. His hand became caught and he suffered the amputation of his left thumb and ring finger.","Amputations, avulsions, enucleations  unspecified","Amputations, av",Amputations,0.5482501983642578
250,"An employee was using a screwdriver to dislodge a cotton wad in the cotton feeder. A second employee came to see what was happening and to help. The first employee bumped the second employee, whose hand was then caught in the chain and sprocket of the running feeder. The second employee freed his hand and went to the office. During that time, the first employee's hand was also caught in the chain and sprocket. They both suffered lacerations and smashed fingers. The first employee's middle or ring finger was surgically amputated. The second employee's forefinger was surgically amputated.","Amputations, avulsions, enucleations  unspecified","Amputations, av",Amputations,0.5553765296936035
251,An employee was on a baker scaffold preparing to perform plastering work and fell. The employee suffered a broken right ankle and three broken ribs.,"Fractures and other injuries, n.e.c.",Fractures and other,Fractures,0.509145975112915
