,Text,Predicted Label,LLM Response,True Label,Prediction Time
125,An employee was bitten by a cat and the bite became infected. The employee was hospitalized.,"Puncture wounds, except gunshot wounds","Puncture wounds, except gunshot wounds","Open wounds, unspecified",0.42809414863586426
128,Two employees were training at the shooting range and were struck by shrapnel. One employee was struck in the head and the other employee was struck in the abdomen. Both employees were hospitalized.,"Intracranial injuries, unspecified","Intracranial injuries, unspecified","Open wounds, unspecified",0.47406697273254395
133,An employee was responding to an emergency medical call for a near drowning. The employee had to carry equipment about 1/4 mile through tall grass to get to the location. The employee had performed emergency medical treatment and then experienced lightheadedness and shortness of breath. The employee was treated in the emergency room and admitted for observation.,"Effects of heat and light, unspecified","Effects of heat and light, unspecified","Swelling, inflammation, irritation-nonspecified injury",0.4343235492706299
137,"An employee was riding a horse to check for sick cattle when the horse became spooked and bucked the employee off. The employee was knocked unconscious and suffered a brain bleed, fractured ribs, fractured vertebrae, and a tear in his left shoulder.",Fractures,Fractures,Cerebral and other intracranial hemorrhages,0.24471426010131836
143,An employee was struck on the left side by a cable coming from the cable drive while drilling.,"Traumatic injuries and disorders, unspecified","Traumatic injuries and disorders, unspecified","Soreness, pain, hurt-nonspecified injury",0.4300363063812256
154,"An employee was moving a pipe when their right index finger was caught between a pipe and a well, resulting in a fingertip amputation.",Amputations,Amputations,"Amputations, avulsions, enucleations  unspecified",0.2440049648284912
156,"An employee was pushing a vitals machine down the hallway when she tripped and fell, suffering a dislocated right elbow and three breaks in her lower right arm.",Fractures,Fractures,Fractures and dislocations,0.24799013137817383
159,"An employee was retrieving a 14-pound pallet. When he turned, he tripped over a rack on the floor and hit the ground with his right hip.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5247287750244141
171,"An employee came in contact with a bus bar, suffering serious electric burns to his hands and face.",Electrical burns  any degree,Electrical burns  any degree,"Electrical burns, unspecified",0.37860608100891113
190,An employee was making a delivery when another delivery truck's hose exploded spilling cement dust. The employee suffered respiratory illness due to the inhaled cement dust.,Unknown,"Other respiratory system symptoms-toxic, noxious,","Other respiratory system symptoms-toxic, noxious, or allergenic effect",0.5173368453979492
192,"On or about October 20, 2015, an employee's hand got caught in an auger while servicing it.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5716714859008789
197,An employee was clearing product from a conveyor belt and suffered a partial finger amputation.,Amputations,Amputations,"Amputations, avulsions, enucleations  unspecified",0.2439563274383545
198,"An employee working in the office fell over a laptop bag strap that was on the floor while walking. She injured her right hip, lower back, and right knee.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.521803617477417
202,An employee was cutting wood using a table saw and amputated the tip of his index finger.,Amputations,Amputations,"Amputations, avulsions, enucleations  unspecified",0.24788165092468262
210,A temporary employee was operating a stand-up forklift when the forklift struck a rack. The employee suffered a left foot injury.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5285928249359131
212,An employee had an allergic reaction to industrial paint and was hospitalized.,Other or unspecified allergic reactions,Other or unspecified allergic reactions,"Poisoning, toxic, noxious, or allergenic effect, unspecified",0.3472464084625244
221,"An employee was walking by a lift when he tripped and fell to the ground, resulting in a hip injury.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5304684638977051
222,"An employee stepping out of a scissor lift fell backwards and hit his head. He was hospitalized overnight with injuries to his head and neck, elbow, and ankle.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5205774307250977
224,An employee was overcome by carbon monoxide fumes while working on a truck tire in a garage. The employee was hospitalized.,Unknown,"Poisoning, toxic, noxious, or","Poisoning, toxic, noxious, or allergenic effect, unspecified",0.5176763534545898
225,An employee was unloading parts from a conveyor and placing them in boxes. He reached for a part and his rubber-coated glove got caught by the conveyor. His right middle finger was then pulled into the conveyor resulting in an amputation to the first knuckle.,Amputations,Amputations,Amputations involving bone loss,0.24864578247070312
227,"An employee was conducting a visual inspection of a pump and possibly using a voltage meter on an electrical panel. An arc flash occurred and the employee sustained second- and third-degree burns to his neck and face, and also sustained burns to his lower arms and hands.",Third or fourth degree electrical burns,Third or fourth degree electrical burns,Electrical burns  any degree,0.3915445804595947
233,A worker fell approximately seven feet from a mobile scaffold resulting in hospitalization for severe head trauma.,"Intracranial injuries, unspecified","Intracranial injuries, unspecified","Multiple intracranial injuries, n.e.c.",0.4750707149505615
240,An employee was setting up form work for concrete and was struck in the left eye by a tie bar.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5192573070526123
246,"An employee was cleaning when they slipped and fell to the floor, resulting in an injury to their right hip.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5377969741821289
248,"An employee was talking to another employee in the dock area when a forklift passed by. Product fell off the forklift and onto the employee, resulting in a left hip injury.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5280389785766602
250,"On April 7, 2015, an employee sustained a leg injury that required surgery after being struck by a wheelabrator rack while moving the equipment with an overhead crane.  The load shifted during movement, causing the rack to fall over and crush the employee's leg.",Crushing injuries,Crushing injuries,"Soreness, pain, hurt-nonspecified injury",0.24995207786560059
263,"After bending over to pick up a computer mouse, an employee straightened up and felt severe back pain. He was hospitalized.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5574009418487549
265,An employee was lifting a concrete form box off the ground in preparation to pour concrete. A copperhead snake that was under the form bit the employee.,Unknown,"Poisoning, toxic, noxious, or","Poisoning, toxic, noxious, or allergenic effect, unspecified",0.5322675704956055
268,An employee was lifting steel bar stocks 12 feet long and weighing approximately 20lbs to place into a CNC mill machine when he felt a pull across his stomach. The employee was later admitted to the hospital for pain in the stomach.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5496013164520264
273,"An employee was observing a packer/hopper assembly that he had just finished when the hydraulic fitting failed and he was struck by the hydraulic hose and sprayed with hydraulic fluid. He then fell backward and struck the back and top of his head on a solid square object located approximately 5 feet behind his observation point. He suffered a small cut to the skin on the right side of his neck, bruising from the cut down across his right clavicle, bruises to the back of his neck, and a scrape to the top of his head.","Bruises, contusions","Bruises, contusions",Cuts and abrasions or bruises,0.37342023849487305
275,"An employee was operating a four-wheeler. The employee tried to turn to avoid a train approaching at about 5 miles per hour; the four-wheeler's tires hung up on the tracks, and the train struck its front tires and caused it to roll. The employee suffered scrapes along the side of his torso and upper leg.","Cuts, lacerations","Cuts, lacerations","Abrasions, scratches",0.39342761039733887
278,"An employee was adjusting the rigging holding up a 3'9"" tall manway door when the door came loose and fell on the employee's foot.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5329127311706543
291,"On July 16, 2021, an employee was moving a 3/4-inch metal plate with a crane onto a work skid when his left ring finger got caught between the load and the skid, resulting in a pinched fingertip. The employee was hospitalized for surgery.","Avulsions, enucleations","Avulsions, enucleations","Soreness, pain, hurt-nonspecified injury",0.44117093086242676
295,"An employee was getting supplies from the supply closet when she tripped over the cord of a portable fan. She fell and injured her hip, requiring hospitalization.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5322880744934082
302,"On July 30, 2018, an employee was delivering mail when a dog bit him on the left calf.","Traumatic injuries and disorders, unspecified","Traumatic injuries and disorders, unspecified","Open wounds, unspecified",0.43520665168762207
309,"An employee was walking when they slipped and fell to the floor, resulting in a subarachnoid hemorrhage.",Unknown,Cerebral and other intracranial hemorrh,Cerebral and other intracranial hemorrhages,0.5225751399993896
310,"An employee was on a step ladder installing a low voltage telecommunications cable when he fell from the step ladder to the concrete below, suffering a bruised lung, broken ribs, and a dislocated and fractured shoulder and elbow. He was hospitalized.",Fractures,Fractures,"Fractures and other injuries, n.e.c.",0.24492716789245605
322,"An employee was attempting to enter the attic area of a home to conduct an inspection. The employee's ladder slipped from position, causing him to fall 10 to 12 feet to the ground, injuring his vertebra and left heel.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5331165790557861
325,"On 1/16/2018, an employee was cleaning the floor when he slipped and fell forward, hitting his jaw.  He became confused and suffered memory loss, requiring hospitalization.",Unknown,Loss of consciousness due to unknown cause,"Intracranial injuries, unspecified",0.44359731674194336
335,"An employee suffered from heat stress while torch-cutting a waste disposal container outside, requiring hospitalization.","Effects of heat and light, unspecified","Effects of heat and light, unspecified","Effects of heat and light, n.e.c.",0.438417911529541
344,"An employee was wearing a lead vest while bending down to troubleshoot ultrasound equipment when she felt pressure and pain in her lower back and legs, requiring hospitalization.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5163211822509766
358,An employee was taking a process sample and stroked the needle to remove contaminants when the sample needle pierced his left thumb. Some of the material being sampled (butadiene and cyclohexane) entered his thumb. The employee was hospitalized.,"Puncture wounds, except gunshot wounds","Puncture wounds, except gunshot wounds","Effects of poison, toxic, or allergenic exposure  unspecified",0.427501916885376
361,An employee was operating a trench machine when he took the cap off a radiator and was sprayed by hot anti-freeze. He received burns to the left thigh and left arm and fractured his ankle when he jumped off the machine.,Fractures,Fractures,Fractures and burns,0.25333738327026367
362,An employee was working on overhead lines when he felt numbness in both forearms while making a connection.,"Electrocutions, electric shocks","Electrocutions, electric shocks",Numbness-nonspecified injury,0.38665199279785156
365,"An employee was plastering on the floor when he fell about 20 feet to the ground below, sustaining shoulder fissures. A safety railing was installed at the time of the incident.",Fractures,Fractures,"Major tears to muscles, tendons, ligaments",0.24523448944091797
366,An employee was working on a ladder positioned on a scaffold and fell to the ground. The employee was hospitalized with head and back injuries.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5175554752349854
372,An employee was struck by turnstiles on a 40-foot retrofitted container when a 12K forklift tipped over and rigging straps snapped. The employee lost consciousness and was hospitalized.,"Intracranial injuries, unspecified","Intracranial injuries, unspecified",Traumatic injuries or exposures  unspecified,0.48776721954345703
374,"An employee was remote-operating a crane at about midnight. A steel beam fell and hit him in the head, knocking him into something hot. He suffered a concussion, a wound on the back of the head that required staples, and burns.",Unknown,"Burns and other injuries, unspecified",Concussions,0.4393908977508545
375,"An employee was moving parts by hand when he tripped over a sliver of scrap metal, fell to the ground, and smashed his left middle finger. He was hospitalized.",Crushing injuries,Crushing injuries,"Soreness, pain, hurt-nonspecified injury",0.24267029762268066
378,"An employee was untangling a section of copper rod as it was being pulled through drawing equipment. The employee was possibly caught in the copper rod and fell from the payoff to the concrete floor, resulting in a head injury and leg fracture. The employee was found unconscious.",Fractures,Fractures,"Intracranial injuries, unspecified",0.2455282211303711
379,"An employee fell approximately 10 feet from an elevated lift platform while pulling furniture to fulfill a customer order, suffering head and wrist injuries that required hospitalization.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5162811279296875
382,"On or about July 9, 2016, at 10:30 a.m., an employee was either descending a ladder or getting trash off a scaffold when he lost his balance and fell approximately 12 feet into a pit. He was hospitalized with three broken ribs, a fractured skull, and a laceration to his lungs.",Fractures,Fractures,"Fractures and other injuries, n.e.c.",0.24635767936706543
386,"An employee had been leveling out a rock base in the storage yard. He tripped and fell on broken concrete, sustaining a knee laceration, torn tendon, and a punctured knee cap. The employee was hospitalized.","Cuts, lacerations","Cuts, lacerations","Major tears to muscles, tendons, ligaments",0.3870210647583008
388,"An employee turned his back on a live high-voltage line as he was uncovering an electrical power he was about to work on, causing burns to his neck and right thigh. He was hospitalized.",Electrical burns  any degree,Electrical burns  any degree,"Electrical burns, unspecified",0.3799126148223877
393,"Two employees were carrying a metal crusher panel for a refuse truck when the injured employee tripped and the panel crushed his right thumb, lacerating and fracturing it.",Fractures,Fractures,"Fractures and surface, flesh wounds",0.24522876739501953
395,An employee was struck in the face by a rigging hook.,"Traumatic injuries and disorders, unspecified","Traumatic injuries and disorders, unspecified","Soreness, pain, hurt-nonspecified injury",0.44893312454223633
397,"An employee was taking a U-joint out of a dry shaft using an air hammer when fractured metal hit his left wrist, resulting in an injury.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.2542147636413574
399,An employee was working on the second level of a scaffold approximately eight feet high. The employee was reaching up to adjust the toe board for the level above when he slipped and fell through the mid-rail to the ground below. The employee suffered a left shoulder and elbow injury and a laceration above the left eye requiring stitches.,Unknown,"Soreness, pain, hurt-nonspecified","Cuts, lacerations",0.5252156257629395
403,An employee dropped a grinder screw on the third and fourth metatarsals of his right foot.,Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.24913573265075684
412,"An employee was at a home turning the propane gas back on when a flash fire occurred, burning his hands, arms, back, and legs.","Heat (thermal) burns, unspecified","Heat (thermal) burns, unspecified",First degree heat (thermal) burns,0.4227142333984375
420,"An employee was unloading tools and supplies from the bed of a pickup truck when the employee slipped on frost/ice that was in the bed of the truck. The employee fell off the bed and suffered a concussion, cervical and shoulder strains, and a tailbone fracture, requiring hospitalization.",Unknown,Fractures (except skull fractures) and conc,Fractures (except skull fractures) and concussions,0.5393884181976318
422,"An employee was troubleshooting a cardboard box machine when their left middle finger got stuck in an opening and was struck by a serrated cutting blade, resulting in a partial amputation.",Amputations,Amputations,"Amputations, avulsions, enucleations  unspecified",0.24322915077209473
423,"An employee was stepping out of a truck when they slipped on the first step and fell to the ground, resulting in a back injury.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5524077415466309
425,An employee was pushing a catwalk out of the paint booth. The catwalk caught on an unknown object. He tried to keep pushing the catwalk forward when he fell over the push bar and hit his forehead on the catwalk. He continued falling over the bar and landed on the floor. He was hospitalized for treatment.,"Intracranial injuries, unspecified","Intracranial injuries, unspecified","Traumatic injuries and disorders, unspecified",0.48645591735839844
432,An employee knocked over a container of degreaser while stepping down from a ladder. The degreaser spilled down the employee's legs and caused chemical burns.,"Chemical burns and corrosions, unspecified","Chemical burns and corrosions, unspecified","Chemical burns, corrosions  degree unspecified",0.47680234909057617
433,An employee was changing a circuit breaker fuse when an arc flash occurred. The employee was hospitalized with second degree burns.,Electrical burns  any degree,Electrical burns  any degree,Second degree electrical burns,0.38857269287109375
440,"An employee was reaching up to get a case of product off a shelf when he lost his balance and fell on a milk crate and the floor. He suffered pain/soreness in his upper back, ribs, and chest.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5302731990814209
442,An employee was working at the service window when they fell and struck their head resulting in a spinal injury that required surgery and hospitalization.,Traumatic injuries or exposures  unspecified,Traumatic injuries or exposures  unspecified,"Spinal cord injuries, paralysis  unspecified",0.43682408332824707
444,"An employee was scanning a member's purchase when a box containing septic treatment powder was dropped, causing a cloud of the powder to eject. The employee inhaled the chemical and was hospitalized with throat irritation and difficulty breathing.",Unknown,"Other respiratory system symptoms-toxic, noxious,","Poison, toxic, or allergenic effects  other respiratory",0.5263364315032959
448,An employee was taking a blood sample from a psychiatric patient when the patient punched the employee.,"Traumatic injuries and disorders, unspecified","Traumatic injuries and disorders, unspecified","Soreness, pain, hurt-nonspecified injury",0.43224382400512695
451,"An employee delivered plywood to a project site and was walking away on the opposite side of panels boards being installed when he fell to the ground unresponsive. He was hospitalized with external and internal head trauma from a bullet-nail, which pierced his skull and was embedded in his head. A ricochet may have occurred through the panel boards being installed, causing the nail to strike the employee.","Intracranial injuries, unspecified","Intracranial injuries, unspecified","Puncture wounds, except gunshot wounds",0.47641587257385254
457,"An employee was doing maintenance work in a tunnel under a production line. The employee fell approximately 9 feet through an open manhole, landed on the concrete level below, and suffered neck and back injuries.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5146677494049072
467,An employee was cutting pipe with a torch. The employee was struck on the foot by falling pipe when the pipe was cut through and the brace supporting it fell.,Unknown,"Soreness, pain, hurt-nonspecified","Traumatic injuries and disorders, unspecified",0.5313868522644043
472,"An employee was using a handheld band saw to cut an old thread pipe. He held the pipe with his left hand while cutting with the right. When he cut through the pipe, he also cut his left index fingertip.","Cuts, lacerations","Cuts, lacerations",Amputations,0.3814048767089844
475,An employee was moving a 27-inch pull-box lid when the lid slipped and pinched their right index finger. The employee sustained a laceration to their right index finger and they were hospitalized.,"Cuts, lacerations","Cuts, lacerations","Cuts, lacerations, punctures without injury to internal structures",0.40688610076904297
486,"An employee was exiting a step deck trailer approximately 42 inches off the ground when the employee fell off the trailer to the ground, injuring the right knee.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.528461217880249
491,"Two forklifts were being driven, one behind the other, when the first forklift stopped. The second forklift's fork went through the first forklift's cab, injuring an employee's left foot.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5236430168151855
492,"An employee placed material on stacks with a standup forklift. He reversed into a second forklift and was thrown to the ground, injuring his lower back and requiring hospitalization.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5247812271118164
497,"An employee fell to the floor while cleaning, suffering an arm sprain and head laceration.",Sprains,Sprains,Sprains and cuts,0.19437575340270996
506,An employee was arc welding on a boiler feed pump shaft that was made of 410 stainless steel.  The employee was wearing a respirator designed for Hexavalent Chromium.  The employee went to the hospital and was admitted for respiratory issues after finishing his shift.,Unknown,"Other respiratory system symptoms-toxic, noxious,","Other respiratory system symptoms-toxic, noxious, or allergenic effect",0.541785478591919
509,An employee was operating the tie machine when it moved unexpectedly and caught the employee's left foot in between the brakes.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5280628204345703
511,"An employee was walking on a plank, part of a walking surface being used during construction of a structure. The plank flipped up and the employee fell about 8 feet to the ground, hitting his head. He suffered a brain bleed/swelling.",Unknown,Cerebral and other intracranial hemorrh,Cerebral and other intracranial hemorrhages,0.5405278205871582
513,"An employee was operating an ATV when it encountered a truck during a turn. The ATV went out of control; the employee struck the truck mirror, slid down the truck, and then made contact with the trailer. The employee suffered a punctured kidney, a bruised lung, fractured vertebrae, and a fractured rib.",Fractures,Fractures,"Fractures and other injuries, n.e.c.",0.2572147846221924
517,An employee was standing next to his forklift and was struck by another forklift that was backing out of a container. The employee's leg was pinned between the two forklifts.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5338304042816162
518,An employee contacted an electrical wire while on a metal ladder. The employee was hospitalized.,"Electrocutions, electric shocks","Electrocutions, electric shocks","Traumatic injuries and disorders, unspecified",0.38378262519836426
523,"An employee was exiting their vehicle when they slipped and fell on ice, resulting in a lower back injury.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5453600883483887
527,"An employee was attempting to clear a jam in a trash chute where it opened into a dumpster. The employee climbed into the dumpster and was removing material from around the bottom of the chute when he stepped backwards and fell over the edge of the dumpster, landing on the ground head first. He suffered head trauma, a fractured neck, and broken ribs.",Fractures,Fractures,"Fractures and other injuries, n.e.c.",0.25160932540893555
529,"An employee was leaving a mobile scaffold platform while holding a tower section that had just been unbolted. The employee and the tower section fell to the ground about 3 feet below, landing on an outrigger and suffering four broken ribs and blood in the lungs.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2499089241027832
531,"An employee was cutting ginger root in a kitchen when the knife contacted his left index finger, resulting in amputation.",Amputations,Amputations,Amputations involving bone loss,0.2454984188079834
538,"An employee came in contact with a live line while repairing a downed powerline, suffering electrical burns to the right arm and torso.",Electrical burns  any degree,Electrical burns  any degree,"Electrical burns, unspecified",0.3894777297973633
539,"An employee was standing on a bridge sidewalk when a passing vehicle with a ladder rack snagged a vertical hand line hanging from the upper portions of the bridge. The rope struck the employee along the midsection and threw him against the bridge's hand railing. He suffered two fractured ribs, a mild concussion, and minor bleeding in the spleen.",Unknown,Fractures (except skull fractures) and conc,Intracranial injuries and injuries to internal organs,0.54776930809021
542,Employee injured left leg while working with a chain saw. He was cutting a branch at the end of the day when  the saw sprung back.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5376605987548828
545,"An employee was about to polish a work piece using a grinding tool, with a Velcro-attached polishing pad. When the tool was started, the pad separated and hit the employee's left eye.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5345821380615234
555,"An employee was walking above a hatch when he fell into the hatch approximately 25 feet to the ground below, resulting in back injuries.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5370223522186279
569,An employee's finger was injured while using a cloth rag to clean up excess oil near an exposed chain. The employee's finger was caught in the chain.,Unknown,"Soreness, pain, hurt-nonspecified",Amputations,0.5431075096130371
571,An employee was hospitalized with a hand injury after being struck by a fan casing while performing maintenance.,Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5293107032775879
572,"An employee was welding and repairing a grapple hook on a knuckle boom loader. The lift driver raised the grappler from the ground to reposition it so the employee could continue welding. The grappler then swung swiftly due to being attached to a come-a-long and struck the employee in the left ankle, fracturing and dislocating it. The employee was hospitalized.",Fractures,Fractures,Fractures and dislocations,0.25345373153686523
574,"An employee was climbing a 6-foot ladder from a 3-foot crawlspace up into the living room level. The ladder moved as he stepped off, causing him to fall to the floor. The employee suffered a dislocated and torn hip socket.",Dislocation of joints,Dislocation of joints,"Multiple traumatic injuries to muscles, tendons, ligaments, joints, etc.",0.3020298480987549
575,"An employee was walking up stairs, missed a step, and fell down the stairs resulting in a shoulder and hip injury.",Unknown,"Soreness, pain, hurt-nonspecified","Soreness, pain, hurt-nonspecified injury",0.5324528217315674
579,"On May 4, 2016, an employee had his hand crushed in a hydraulic vise resulting in broken bones and lacerations. He was admitted to the hospital.",Fractures,Fractures,"Fractures and other injuries, n.e.c.",0.2476973533630371
588,"At about 8:15 p.m., a customer who had been told to leave a mall attacked a security guard. A second guard came over to help and the customer punched her and then kicked her in the head, arm, and back. The second guard was hospitalized, having suffered a concussion and a fractured humerus.",Unknown,Fractures (except skull fractures) and conc,Fractures (except skull fractures) and concussions,0.5334672927856445
589,An employee was walking on the roof of a home. The building was covered by a tarp for insect fumigation. The employee slid down the side of the tarp to the ground and struck his head.,"Intracranial injuries, unspecified","Intracranial injuries, unspecified","Traumatic injuries and disorders, unspecified",0.48589420318603516
