,Text,Predicted Label,LLM Response,True Label,Prediction Time
98,A temporary employee was cutting meat using a chuck saw when he sustained a laceration between the left ring and middle finger that required hospitalization and surgery.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1487114429473877
102,"While spreading pine straw, an employee was bitten by a spider and had an allergic reaction (swelling and inflammation), requiring hospitalization.","Poisoning, including poisoning-related asphyxia",Poison,"Poisoning, toxic, noxious, or allergenic effect, unspecified",0.1484827995300293
107,"An employee was marking a concrete structure that was frozen to the ground when an excavator operator went to push the structure with the excavator bucket. The operator did not see the employee and moved the structure, which then struck the employee. The employee suffered a dislocated hip and fractures.",Fractures,Fract,Fractures and dislocations,0.15407633781433105
111,An employee was performing maintenance on the stick machine when he caught his hand on the saw blade and lacerated it.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.14716768264770508
113,An employee developed muscle cramps after working on a rooftop. He was hospitalized for heat exhaustion.,"Heat exhaustion, fatigue",Heat exhaustion,"Heat exhaustion, prostration",0.1500554084777832
117,An employee was working with a deli meat slicer when the guard came loose and hit her head.,Intracranial injuries and injuries to internal organs,Intr,"Soreness, pain, hurt-nonspecified injury",0.14946269989013672
118,"An employee was loosening bolts to remove an engine from a tractor when a bolt broke, causing him to lose his footing and fall. As he fell, his wedding ring was caught on a tractor part and the flesh was ripped from his left middle finger.",Amputations,Amput,"Avulsions, enucleations",0.16461420059204102
119,"An employee was working on the roof, removing plastic coverings (formerly skylights) and replacing them with plywood. The employee fell 19 feet through an open space to the floor below. He sustained cuts, including cuts near his eye, a possible broken wrist, a possible dislocated finger, and a possible concussion.",Fractures,Fract,Fractures (except skull fractures) and concussions,0.1669905185699463
122,"An employee was removing a metal platform when his finger was pinched in the platform, removing skin and flesh (no bone damage) and causing lacerations.","Avulsions, enucleations",Avuls,"Cuts, lacerations",0.1488962173461914
123,"An employee became overheated while delivering mail in hot weather, suffering dizziness, nausea, and vomiting.","Heat exhaustion, fatigue",Heat exhaustion,"Effects of heat and light, unspecified",0.14717984199523926
124,"An employee was working from an 8-foot ladder, changing a belt on an air handler. The employee fell from the ladder and was found unconscious, with their leg tangled in equipment. The employee had suffered a traumatic brain injury.",Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.15118908882141113
129,"An employee was servicing a conveyor belt. After greasing the ports and gears, the employee restored energy to the machine. The employee's left hand was then caught between the bottom belt and the pressure roller. The employee suffered a fracture and a tendon injury to the left little finger and a forearm burn.",Fractures,Fract,Fractures and burns,0.15302777290344238
130,"An employee was performing maintenance on a skinning machine when his hand entered the machine, pulling the skin off his right palm, thumb, and the back of his hand.","Soreness, pain, hurt-nonspecified injury",Sore,"Avulsions, enucleations",0.14844250679016113
133,"An employee was power washing an idling pea picker (combine) when a leading length of power wash hose was caught and began wrapping around the picking head of the combine.  A length of the power wash hose dragged on the ground as the leading length uncontrollably wrapped, roping around the employee's right leg from behind and pulling the employee foot-first into the picking head.  The employee's right leg was forcefully pulled into the combine up to the knee, causing multiple fractures and lacerations.",Fractures,Fract,"Fractures and other injuries, n.e.c.",0.17689847946166992
134,"Two employees were working to restore flow through a pipe. Hot water released from the pipe and hit the employees, who suffered first- and second-degree burns.",Second degree chemical burns and corrosions,Second degree,Second degree heat (thermal) burns,0.14876961708068848
139,An employee was felling trees at a logging site. A falling tree kicked back and struck his chest pinning him against another tree. The employee sustained a lacerated spleen and a possible broken bone.,Internal injuries to organs and blood vessels of the trunk,Internal injuries,Multiple severe wounds and internal injuries,0.15535831451416016
142,While sweeping and cleaning up garbage an employee fell 10 feet through a stair hole. The employee landed on the floor and sustained a head injury.,Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.16185712814331055
146,"An employee was unloading lumber from a railcar. Railcars have ladders welded to each side for employees to enter/exit. The employee was climbing down one of the railcar ladders and slipped and fell between 6 and 8 feet to the ground. The employee suffered a fractured back, dislocated shoulder, and laceration to the top of the head.",Fractures,Fract,Fractures and dislocations,0.15802836418151855
153,"An employee tripped on a rug and fell, suffering a possible knee fracture.",Fractures,Fract,"Soreness, pain, hurt-nonspecified injury",0.1484215259552002
154,"An employee was attempting to screw a valve onto a pump when their hand slipped and was caught between the valve and the tool trap, resulting in amputation of their left ring finger.",Amputations,Amput,Amputations involving bone loss,0.15048933029174805
161,"An employee was changing a 2-inch braided hose equipped with cam locks. The cam locks disengaged, and the employee was sprayed with steam and hot water, suffering second degree burns to both hands and the left arm, as well as possible second degree burns to the forehead and neck.",Second degree chemical burns and corrosions,Second degree,Second degree heat (thermal) burns,0.15674662590026855
168,An employee was using a dolly to move boxes of bottle caps to the production area when he slipped on a pool of standing water. He fell to the concrete floor and was buried under the dolly and the boxes of bottle caps. He was hospitalized with a broken right pelvis and torn ligament in his right wrist.,Fractures,Fract,"Fractures and other injuries, n.e.c.",0.15515780448913574
175,"On November 14, 2023, an employee was receiving a delivery from a truck when some of the merchandise fell from the truck s lift and struck him. He then fell to the ground and his head struck the sidewalk, resulting in an injury that required hospitalization.",Intracranial injuries and injuries to internal organs,Intr,"Soreness, pain, hurt-nonspecified injury",0.15389084815979004
182,"An employee was descending a ladder when he fell from the second rung closest to the ground, suffering a head injury.",Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.1482222080230713
183,An employee was monitoring bags as they were conveyed into the X-ray/scale sensors. The arm of the reject conveyor closed on her right arm. The employee was hospitalized with compartment syndrome of the right arm.,"Soreness, pain, hurt-nonspecified injury",Sore,"Traumatic injuries and disorders, n.e.c.",0.15248751640319824
184,"Employees had removed the canopy top off a small 36"" excavator to get it through a doorway.  They were in the process of putting the canopy back on when it slipped and hit the safety lever, which activates the boom.  The boom swung around, and the excavator bucket struck the backside of the injured employee between his ribs and pelvis.  The bucket was constructed of sharp metal, which caused a severe cut that required stitches. The employee was hospitalized overnight for observation.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1779470443725586
185,An employee reached under the guard of the punch press to clear a bottle jam. The trimmer came down and cut his right thumb.,Amputations,Amput,"Cuts, lacerations",0.16456079483032227
186,An employee sustained a laceration to the right elbow and the back of the head after falling down the stairs.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1739976406097412
194,An employee fell off a ladder and was hospitalized.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.14892578125
200,An employee was handing out water when he stepped into a walk-behind trowel machine that was running. The employee was injured by the blade of the walk-behind trowel resulting in hospitalization.,"Soreness, pain, hurt-nonspecified injury",Sore,"Traumatic injuries and disorders, unspecified",0.14980292320251465
207,"An employee was placing a tarp on a trailer when he fell to the ground, dislocating his left hip, fracturing his pelvis, and suffering abrasions.",Fractures,Fract,Fractures and dislocations,0.15041875839233398
208,"An employee was on a ladder trimming branches from a tree when they fell 7 feet to the ground below. The employee sustained a clavicle fracture, rib fractures, a lumbar vertebra compression fracture, and a collapsed lung.",Fractures,Fract,Internal injuries to organs and blood vessels of the trunk,0.15291905403137207
210,An employee smashed the left pinky finger when closing a dumpster door. The employee was hospitalized and required surgery.,Amputations,Amput,Crushing injuries,0.14790606498718262
211,An employee's finger was pinched between a motor cover and forklift forks while trying to reposition the load on the forks.,Amputations,Amput,"Soreness, pain, hurt-nonspecified injury",0.14835762977600098
213,An employee was attempting to remove metal shavings from a horizontal band saw using a no-touch tool. The sawblade lacerated his right hand.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1493206024169922
219,An employee was using an angle grinder to clean a spool connection when the grinder kicked back. The right side of his face was lacerated by the grinder.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.15139007568359375
222,An employee fell from a ladder and was hospitalized.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.15134859085083008
224,An employee fell from a ladder to the ground breaking both heels and dislocating an ankle.,Fractures,Fract,Fractures and dislocations,0.16991949081420898
225,"An employee was bending over to grab some trays from a pallet that was on the floor when a pallet of raw material boxes tipped over and fell from a rack, landing on top of the employee. He suffered a head laceration and concussion, cervical fracture, and left ankle sprain.",Fractures,Fract,Fractures (except skull fractures) and concussions,0.1626427173614502
239,"An employee was disassembling a powered actuated tool that was jammed. As he attempted to put the barrel back on the device, it was actuated and the ram rod impaled his right hand.",Amputations,Amput,"Puncture wounds, except gunshot wounds",0.16131043434143066
241,"An employee was assisting another employee in hooking up a hose to a vacuum truck.   The manifold over pressured and exploded, and the valve connected to the tank truck sheared, releasing solvent. The explosion knocked the employee to the ground breaking his arm, injuring his left eye and rupturing his eardrum.",Fractures,Fract,"Fractures and other injuries, n.e.c.",0.16979432106018066
243,An employee suffered a right index finger laceration while working near a shrink wrap machine.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.14807605743408203
252,"The employee was standing next to and observing a forklift operator as they were moving a 3,500-pound hydraulic unit. The load shifted on the forks, causing the platform and unit to fall and strike the employee in the head. The employee became unconscious and sustained a head laceration from the forehead to the back of the head that required stitches and staples.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1609339714050293
253,An employee was setting up a conference room (tables and chairs). He tripped over the tablecloth on a table and fell hitting his head against the table and the floor.,Intracranial injuries and injuries to internal organs,Intr,"Soreness, pain, hurt-nonspecified injury",0.1511688232421875
255,"On 11/16/2016, at 3:30 PM, an employee was struck by an aircraft ground support vehicle and suffered severe head injuries.",Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.15055084228515625
257,An employee was helping to load paper onto trucks and was cutting a nylon cord with a paper knife when the knife severely lacerated his right hand. Gloves were not worn at the time of the incident.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1511845588684082
261,"An employee was trying to dislodge a bucket from a skid steer. Once the pin was dislodged, the bucket fell on the employee's right big toe and the toe was amputated.",Amputations,Amput,Amputations involving bone loss,0.15172839164733887
262,An employee fell while installing roof sheathing. The employee suffered a concussion and broken ribs.,Fractures,Fract,Fractures (except skull fractures) and concussions,0.15047454833984375
263,"An employee was entering the building when he missed a 4-inch ledge and fell to the floor, resulting in a tear to the soleus muscle in the right leg.","Soreness, pain, hurt-nonspecified injury",Sore,"Major tears to muscles, tendons, ligaments",0.1494300365447998
264,An employee was injured when he fell while connecting steel on the FMC Tower project in Philadelphia.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.14839434623718262
265,An employee was adjusting the forks on a forklift when a fork slipped and crushed his finger against the mast of the forklift. This resulted in surgical amputation to the first knuckle.,Amputations,Amput,Amputations involving bone loss,0.15044641494750977
273,An employee was spotting for a construction vehicle as it backed up. The vehicle struck the employee.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.14940571784973145
275,An employee removed the panel from an HVAC unit to look at the belt. The employee pushed on the belt and the unit's fan activated and amputated the distal phalanx of their right index finger.,Amputations,Amput,Amputations involving bone loss,0.151275634765625
278,An employee was working in a ceiling space to replace an exhaust fan belt. They stepped on sheet rock and fell through the ceiling. The employee sustained a dislocated shoulder and a collarbone fracture.,Fractures,Fract,Fractures and dislocations,0.14991474151611328
280,An employee suffered heat exhaustion while working at the tire store on 7/18/15 and was hospitalized overnight.,"Heat exhaustion, fatigue",Heat exhaustion,"Heat exhaustion, prostration",0.15169119834899902
285,An employee suffered a severe burn injury while working on a power pole when he made contact with a live wire. The employee was sent to Utah Burn Center.,Electrical burns  any degree,Electrical,"Electrical burns, unspecified",0.14821553230285645
291,An employee was bitten by a spider while handling baggage. The employee became ill and the area that was bitten became swollen.  The employee was hospitalized.,"Puncture wounds, except gunshot wounds",Puncture,"Poisoning, including poisoning-related asphyxia",0.14856648445129395
298,"An employee was walking a client back to their room when the client hit the employee in the temple, causing him to lose consciousness and fall to the floor. The employee was hospitalized and required staples in the back of his head.",Intracranial injuries and injuries to internal organs,Intr,Concussions,0.1569511890411377
314,"An employee was cutting concrete on a footer to remove a damaged inbuilding riser. During the cutting process, the employee stepped to the side to change location, slipped in the mud, and the  blade of the cutoff saw lacerated his left knee.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.16140460968017578
317,"On 01/26/15, a worker was walking to her vehicle in the parking lot and slipped on the snow and struck her head.  She was transported to the hospital and was admitted overnight because of the impending snowstorm.",Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.15360331535339355
321,"An employee was working from an elevated pallet on a forklift when he fell 6 feet to the ground, striking his head. He was hospitalized with a head injury.",Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.149122953414917
323,"An employee was tightening a valve flange under a cargo tank but could not get the valve flange to tighten. The cargo tank contained methanol under pressure. He decided to remove the valve to let vapors out. He was using a cordless drill, which ignited the vapors. The vapors caused second degree burns to his right arm and the back of both legs.",Second degree chemical burns and corrosions,Second degree,Second degree heat (thermal) burns,0.15625858306884766
333,"An employee received electrical burns on the right arm, neck and face when a stirrup fell and struck an energized part causing an arc flash.",Electrical burns  any degree,Electrical,"Electrical burns, unspecified",0.1505115032196045
335,"An employee was checking receipts at the main entrance of a store. A customer got upset, left the store, re-entered it, and struck the employee in the face. The employee fell and hit his head on the ground. He suffered head trauma and was hospitalized, requiring surgery.",Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.1543889045715332
338,"On May 2, 2024, an employee was dumping a hopper into a bigger dumpster when his left ring finger got caught by the hopper and was amputated.",Amputations,Amput,Amputations involving bone loss,0.1505448818206787
343,"An employee was using a dolly to move a portable light tower. The light tower struck the employee on the bridge of the nose, causing a laceration.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.15258121490478516
347,"An employee was clearing a jam on a napkin elevator. His right hand was pinched between two parts as he adjusted a belt on a flexographic machine, and a fingertip was amputated.",Amputations,Amput,"Amputations, avulsions, enucleations  unspecified",0.1595325469970703
348,An employee operating a forklift machine went over to pick up a pallet from the floor. The employee was not aware that the machine was jammed.  The next pallet that came out of the machine fell on the employee.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.15403246879577637
349,"An employee was installing bottom bracing on framing to support a concrete pour. The employee used a battery operated circular saw to make a shallow cut into a wooden board. The employee sustained a cut to the left hand at the inside of the middle finger and down through the palm, which required hospitalization for tendon repair surgery.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.15474677085876465
357,An employee was threading pipe that was chained to a winch when the chain lurched and caught four of the employee's left-hand fingers. The employee suffered four broken and de-gloved fingers.,"Avulsions, enucleations",Avuls,"Fractures and other injuries, n.e.c.",0.14931082725524902
365,An employee had abdominal cramps and felt ill after his work shift. He was hospitalized for a possible heat-related illness.,"Effects of heat and light, n.e.c.",Effects of,"Effects of heat and light, unspecified",0.1510779857635498
369,"An employee was cleaning with a pressure washer gun when the pressurized water contacted his foot and ankle, resulting in a laceration.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1482844352722168
378,"On August 23, 2023, an employee was performing landscaping/maintenance work when they began to feel ill. They were hospitalized due to heat exhaustion and dehydration.","Effects of heat and light, n.e.c.",Effects of,Multiple effects of heat and light,0.15213561058044434
387,An employee was shot in the intestines by a temporary employee in the locker room.,Internal injuries to organs and blood vessels of the trunk,Internal injuries,Gunshot wounds,0.15114879608154297
402,"The employee was removing a hose from a tank of water/oil mix that was approximately 226 degrees Fahrenheit to use in another location. The valve was open when the hose was removed resulting in the hot liquid spraying out under pressure onto the employee. The employee suffered second and third degree burns to the face, neck, stomach, and both arms.",Third or fourth degree electrical burns,Third or,Third or fourth degree heat (thermal) burns,0.15524697303771973
410,"An employee was blasting a girder for a petroleum tank that was stationed on a trailer in a blasting booth. He slipped on grit that was on the surface of the girder and fell about 40 inches to the ground on his left side, breaking ribs and injuring his internal organs. He was hospitalized.",Fractures,Fract,Internal injuries to organs and blood vessels of the trunk,0.15624475479125977
415,"An employee was emptying propane from a school bus to perform maintenance when the propane caught fire. The employee sustained first, second- and third-degree burns throughout 40% of their body.",Third or fourth degree electrical burns,Third or,Third or fourth degree heat (thermal) burns,0.14911603927612305
421,"An employee was bitten by a dog while delivering mail, suffering bites and lacerations to the head, face, arm, ears, and shoulders. The employee was hospitalized.",Cuts and abrasions or bruises,Cuts,Multiple types of open wounds,0.14959478378295898
423,"An employee was running cardboard through a machine to stamp a company's logo on it. As the employee added ink to the roller, the employee's right hand, wrist, and forearm were caught between the transfer roller and the print roller. The employee sustained a fractured finger and severe lacerations. The employee was hospitalized.",Fractures,Fract,"Fractures and other injuries, n.e.c.",0.15684103965759277
426,"An employee was spreading concrete when some of the concrete entered his boot, burning his heel.","Heat (thermal) burns, unspecified",Heat (,"Chemical burns and corrosions, unspecified",0.14958405494689941
429,"An employee developed heat stress while cleaning a plant site and securing a load to a semi-trailer throughout the day, requiring hospitalization.","Effects of heat and light, n.e.c.",Effects of,"Effects of heat and light, unspecified",0.15128731727600098
442,"An employee was blasting angles inside the cargo tank on the upper level of a scaffold. A 6-inch pipe approximately 24 inches above the scaffold deck was running horizontally behind him. During the process, he stepped backwards, lost his balance and fell backwards over the pipe as pressure remained on the hose. His legs went in the air during the fall the blaster blasted his right leg below the knee. The employee suffered a deep laceration and injection injury to his lower right leg.",Cuts and abrasions or bruises,Cuts,Multiple types of open wounds,0.1588125228881836
450,An employee tripped and fell down the stairs in the dock area. The employee was found unconscious at the bottom of the stairs.,Intracranial injuries and injuries to internal organs,Intr,"Intracranial injuries, unspecified",0.15001964569091797
452,An employee was riding a Segway reading meters. As the employee was riding between two poles a wire that was hanging between the poles knocked him off the Segway. The employee struck his head and lost consciousness. The employee was hospitalized with a neck laceration.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.15279078483581543
460,An employee was driving a side-by-side utility vehicle and struck the fender of a stationary tanker trailer. The employee received a laceration to the neck and was hospitalized.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations, punctures without injury to internal structures",0.14910531044006348
470,Employee slipped and fell on the ice as she was walking into the store to start her shift.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.14793157577514648
472,An employee was starting up a compressor with a fitting on the hard pipe airline. The airline was loose and allowed air pressure to release and hit the employee in the face. His face became swollen and his lungs got air in them.,Internal injuries to organs and blood vessels of the trunk,Internal injuries,"Swelling, inflammation, irritation-nonspecified injury",0.15152359008789062
474,"An employee was cutting fabric strips on a strip machine when it jammed. While trying to clear the jam, the machine's blade came down and lacerated and fractured the employee's left index finger and thumb.",Fractures,Fract,"Cuts, lacerations",0.14960741996765137
477,"An employee was working from a ladder, cutting tree branches with a chainsaw. The employee fell 6 feet to the ground, suffering head, back, and rib lacerations.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.15418338775634766
478,An employee was performing an inspection of the boiler breaks through a manway door. There was some material built up on the grate and he went to remove it with a metal rake. He was struck by an arc flash and sustained burns on the upper left ear.,Electrical burns  any degree,Electrical,"Electrical burns, unspecified",0.15642714500427246
481,An employee sustained a partial finger amputation while operating a portion saw.,Amputations,Amput,"Amputations, avulsions, enucleations  unspecified",0.1518268585205078
482,"An employee was attempting to remove bolts from the dye machine on the main press line using a torque wrench. When the trigger was pressed, their right index finger got caught between the tool and the surface of the machine, resulting in amputation at the first knuckle.",Amputations,Amput,Amputations involving bone loss,0.15636563301086426
489,"While in the parking lot, an employee turned around and started to walk away then tripped as she was stepping onto the sidewalk and fell forward.","Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.15113306045532227
493,An employee suffered a heat-related illness and began vomiting. The employee was hospitalized.,"Effects of heat and light, n.e.c.",Effects of,"Effects of heat and light, unspecified",0.14732646942138672
496,An employee was installing a spring on a 3x5 door when the spring popped off and struck the employee on left side of head.,Intracranial injuries and injuries to internal organs,Intr,"Soreness, pain, hurt-nonspecified injury",0.15001583099365234
497,An employee was delivering packages when he started cramping and feeling ill due to heat exhaustion.,"Heat exhaustion, fatigue",Heat exhaustion,"Heat exhaustion, prostration",0.14765381813049316
506,An employee was operating a forklift when it struck a support beam. The employee suffered a head laceration.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.1482257843017578
509,A temporary employee was reversing a standing forklift when his left foot became caught between the forklift and guardrails and was crushed.,Crushing injuries,Crushing,Nonfatal 'crushing' injuries,0.1511397361755371
511,"An employee was attempting to clear a piece of poly from a running machine when his fingers were caught in the machine. His fingers were cut and his left thumb was badly damaged, requiring surgery and hospitalization.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.14961457252502441
512,"An employee sat on a foam block, located on a band saw's moving table, while adjusting the foam. The band saw blade lacerated part of the employee's left buttock and left calf.",Cuts and abrasions or bruises,Cuts,Amputations,0.16107463836669922
514,"An employee was on a table storing materials on an upper shelf when he fell from the table to the ground, breaking ribs on his left side and suffering a concussion. He was hospitalized.",Fractures,Fract,Fractures (except skull fractures) and concussions,0.1572713851928711
520,"An employee was using a capstan and rope. The rope got caught, and the employee attempted to untangle it. The employee's hand was caught between the rope and the capstan spool while wearing a glove. His fingertip was degloved.","Avulsions, enucleations",Avuls,Amputations,0.15253949165344238
524,Employee 1 was slowly transporting an electric motor via a lifting strap from a forklift while another employee (employee 2) was trying to keep the electric motor from swinging as the forklift was passing under a door. The electric motor slipped out of the lifting strap. Employee 2 tried to catch the falling electric motor and severely cut three fingers on his left hand. Employee 2 was hospitalized for hand surgery.,Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.161027193069458
531,"An employee made contact with a conveyor roller, which pulled him into the conveyor. He sustained a possible left shoulder fracture.",Fractures,Fract,"Soreness, pain, hurt-nonspecified injury",0.15868020057678223
533,"An employee tripped and fell on her back, suffering a broken bone in her neck, a stroke, and a blood clot.",Fractures,Fract,"Fractures and other injuries, n.e.c.",0.14831280708312988
541,"An employee was stocking shelves from a ""high low"" powered industrial vehicle and fell onto the warehouse floor. The employee suffered a broken hip, elbow and ankle and a head injury.",Fractures,Fract,"Fractures and other injuries, unspecified",0.1516249179840088
542,An employee was tacking metal deck and fell 18 feet through the metal deck roof. The employee sustained injuries to his pelvis and right arm and facial lacerations. The employee was hospitalized.,"Soreness, pain, hurt-nonspecified injury",Sore,"Multiple traumatic injuries and disorders, unspecified",0.1515061855316162
545,"An employee was performing maintenance on a machine when the machine cycled while his right hand was in it. The employee's hand was caught between the machine and the shear blade inside of it, resulting in a cut to the bone on his palm.",Cuts and abrasions or bruises,Cuts,"Cuts, lacerations",0.15462779998779297
551,An employee was loading packages into a trailer for 10 hours and began cramping throughout their body. The employee was hospitalized for heat stress and dehydration.,"Effects of heat and light, n.e.c.",Effects of,Multiple effects of heat and light,0.14870071411132812
554,An employee fell 5 feet from a ladder while removing plastic from a locomotive engine.,"Traumatic injuries and disorders, n.e.c.",Traumatic,"Traumatic injuries and disorders, unspecified",0.15016698837280273
