,Text,Predicted Label,LLM Response,True Label,Prediction Time
35,An employee tripped after catching their foot in a skid and fell.  The employee was hospitalized.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2246077060699463
38,"Conductors were being strung up with ropes. While signaling to allow a conductor to be pulled up, an employee did not release the rope and it pulled him in the air. He let go of the rope while in the air and fell to the ground, suffering fractured ribs and a punctured lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2342545986175537
40,An employee was hospitalized after being bitten by a resident.,"Soreness, pain, hurt-nonspecified injury",Soreness,"Puncture wounds, except gunshot wounds",0.22482538223266602
45,"An employee was climbing a fixed ladder in order to perform maintenance services on a cooling tower. During the ascension of the fixed ladder, he fell about 14 feet to the ground onto his left side. He was hospitalized with broken ribs, damaged vertebrae/collarbone, and a bruised lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23581480979919434
46,"An employee came into the shop to repair a zero-turn mower. Boards were placed underneath the mower to prop it up. As the employee was underneath the mower, it fell on top of him. The employee sustained broken ribs, a broken collarbone, and a punctured lung and was hospitalized.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23236775398254395
47,An employee was removing a chain block from a steel structure while standing on a scissor lift. The scissor lift was blown over while fully extended and the employee suffered broken ribs and a punctured lung.,Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23160123825073242
50,An employee developed an infection after having a sliver of metal in his hand.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.22456049919128418
56,"An employee was fixing a hydraulic hose on an industrial trash compactor. While his right hand was holding the hose that goes to the ram of the compactor, the compactor actuated. Up to 6500 PSI of hydraulic fluid shot out of a small hole in the hose and pierced a hole in the pad of the employee s right index finger.","Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.2632784843444824
59,An employee was bitten on the left hand while handling a dog and was hospitalized for about 3 days after the bite became infected.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.22992777824401855
61,"An employee was attempting to tie his shoe when he lost his balance and fell onto the corner of a three-bay sink, fracturing multiple ribs on his left side and suffering a collapsed lung. He was hospitalized.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23197340965270996
65,Two employees engaged in a fist fight. One of the employees became unconscious and possibly had a seizure and a heart attack.,Internal injuries to organs and blood vessels of the trunk,Internal injuries to,"Traumatic injuries and disorders, unspecified",0.2252213954925537
70,An employee fell through a skylight while roofing.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22887563705444336
72,An employee tripped and fell down the stairs in the dock area. The employee was found unconscious at the bottom of the stairs.,"Traumatic injuries and disorders, unspecified",Traumatic injuries,"Intracranial injuries, unspecified",0.23133087158203125
75,An employee was climbing a ladder when he fell for an unknown reason.  The employee was found on the floor unconscious and was hospitalized.,Fractures,Fractures,"Intracranial injuries, unspecified",0.23331546783447266
81,An employee fell while walking in the employee entrance and hit face on the wall.  The employee was hospitalized.,"Intracranial injuries, unspecified",6,"Soreness, pain, hurt-nonspecified injury",0.17993974685668945
85,"An employee stopped his truck on the highway to go to the restroom. The employee stepped over the guard rail of the highway and the ground gave way under his feet. He tumbled about 60 yards down the side of the mountain, cracking seven ribs and puncturing a lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23743772506713867
86,An employee walked into a storage closet and fell into an uncovered crawl space. The light was off at the time.,"Soreness, pain, hurt-nonspecified injury",Soreness,"Traumatic injuries and disorders, unspecified",0.22553110122680664
88,An employee was working on carpentry with a nail gun when something shot into his eye.,"Intracranial injuries, unspecified",6,"Puncture wounds, except gunshot wounds",0.18179559707641602
90,An employee was installing cornices on the side of the house using an approximately 8-foot multipurpose portable ladder when he fell on his back with his gear. The impact of the fall caused the employee to go into a coma.,"Traumatic injuries and disorders, unspecified",Traumatic injuries,"Intracranial injuries, unspecified",0.23358798027038574
91,An employee fell approximately 40 feet through the roof of a building.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22438406944274902
92,"An employee was building pallets using a nail gun. He tripped on a board on the floor, and the gun shot a nail through his hand.","Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.23268413543701172
97,"An employee was pushing a cart containing a trash bin toward the trash compactor when the cart was struck by a forklift that was backing up. The cart then struck the injured employee and knocked him to the ground, resulting in a right hip injury.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.233917236328125
99,An employee was siphoning water from a tank and ingested chemicals that were in the siphon hose. He was hospitalized.,"Soreness, pain, hurt-nonspecified injury",8,"Traumatic injuries and disorders, unspecified",0.1870713233947754
100,"An employee was working from a ladder to install an awning on the second floor of a residential building. The ladder tilted and the employee fell, striking another ladder before landing on their own ladder in a mulch bed. The employee suffered broken ribs, a partially collapsed lung, a broken and dislocated finger, a hairline leg fracture, a head wound, and overall contusions.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2636265754699707
109,An employee fell from a step stool. The employee sustained multiple fractured ribs and a punctured lung. The employee was admitted to the hospital for treatment.,Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2324368953704834
111,An employee was moving lumber from a saw to a conveyor. The employee's right hand was pulled into the conveyor belt. The hand and finger(s) were lacerated and broken.,"Cuts, lacerations","Cuts,",Fractures,0.2333984375
112,An employee fell while picking up a passenger at their home.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2300734519958496
115,"An employee was signaling railcars when one of them struck the employee, causing internal injuries.",Internal injuries to organs and blood vessels of the trunk,5,"Traumatic injuries and disorders, unspecified",0.19093656539916992
117,"On October 24, 2023, an employee was working on an assembly line to assemble the roof of a manufactured home. He was using a staple gun when it shot a staple into his right thigh just above the kneecap.","Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.23524713516235352
118,An employee was installing a solar panel on a second-story residential roof. The employee fell 20 feet from the roof and struck an AC unit. The employee suffered a collapsed lung and was hospitalized.,"Traumatic injuries and disorders, unspecified",Traumatic injuries,Internal injuries to organs and blood vessels of the trunk,0.2326192855834961
123,Two employees were setting up a multi-die header machine. The machine was turned on while one of the employees was adjusting a bolt inside it. The employee's right middle finger tip was crushed between the bolt and the machine's oscillator and had to be amputated. The incident took place during a training activity.,Amputations,Amputations,Crushing injuries,0.23685312271118164
132,"On July 16, 2018, at approximately 1:45 p.m., an employee was climbing a stool to reach papers on a top shelf when she fell and injured her left knee, requiring hospitalization and surgery.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.232330322265625
136,"An employee was pulling a shopping cart with garbage down a set of three steps when the load in the cart shifted, causing her to fall and injure her right hip. She was hospitalized and had surgery.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.23736238479614258
137,"An employee was laying foam on top of bridge steel beams during a bridge rehabilitation project. The employee slipped and fell from one of the bridge beams and struck a support structure below. The employee suffered a broken collarbone, a back strain, and rib/lung damage.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23381328582763672
138,An employee was operating a stand on mower and it got stuck. The employee got off the mower to see if he could dislodge it. When he got off the mower it started to roll. He tried to stop the mower with his body and it rolled on him resulting in injury.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23287081718444824
139,"While running conduit, an employee fell partially through a ceiling. The employee suffered broken ribs and a punctured lung, and was hospitalized.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2391061782836914
140,An employee was working at a cash register. A metal shoplifting alarm pin lodged in her wrist. She was hospitalized and the pin was surgically removed.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.23472070693969727
141,An employee was removing a sheet of veneer from the top deck of the dry out-feed conveyor when a second sheet of veneer fell and lodged in the employee's right forearm.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.2322838306427002
142,"An employee was unloading a shipment of totes from a delivery truck. While the employee was putting the last tote onto a cart, the cart's leg broke, causing the totes to fall off of the cart and land on top of the employee.",Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23357796669006348
144,"An employee was kicked in the back by a mare, resulting in four broken ribs and a lacerated liver, spleen and kidney.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.233717679977417
145,An employee was hospitalized from injuries received after slipping and falling down a flight of stairs on 4/29/2016.,"Soreness, pain, hurt-nonspecified injury",Soreness,"Traumatic injuries and disorders, unspecified",0.23035120964050293
150,"An employee was positioning cords bar to start roofing work when he stepped on a power cord, slipped, and fell 20 feet to the ground. He injured his back and was hospitalized.","Traumatic injuries and disorders, unspecified",Traumatic injuries,"Soreness, pain, hurt-nonspecified injury",0.23301458358764648
151,"An employee was using a snowmobile to take an empty patient sled up the mountain when the employee crashed into a permanent snow fence, breaking bones and puncturing the aorta.",Unknown,"3
5",Internal injuries to organs and blood vessels of the trunk,0.23285460472106934
154,"An employee was on a ladder trimming branches from a tree when they fell 7 feet to the ground below. The employee sustained a clavicle fracture, rib fractures, a lumbar vertebra compression fracture, and a collapsed lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23338580131530762
157,"An employee was walking down a hallway when he tripped, hit his head on the door, and fell, injuring his head and shoulder. He was hospitalized and had shoulder surgery.","Intracranial injuries, unspecified",6,"Soreness, pain, hurt-nonspecified injury",0.18925929069519043
163,"An employee was doing a wheel alignment. He stepped out of the vehicle, fell to the ground, and lost consciousness.","Traumatic injuries and disorders, unspecified",Traumatic injuries,"Intracranial injuries, unspecified",0.2250051498413086
165,Two employees were in the process of setting up cones to define a control zone in order to start painting traffic lanes. A passing driver struck the company vehicle and one of the two employees who was hospitalized with non-life threatening injuries.,"Soreness, pain, hurt-nonspecified injury",8,"Traumatic injuries and disorders, unspecified",0.19223570823669434
170,"An employee was working on pressurized pipe.  When he attempted to loosen a pipe to turn a 90-degree angle, the cap on the pipe dislodged and blew into his abdomen.",Internal injuries to organs and blood vessels of the trunk,5,"Soreness, pain, hurt-nonspecified injury",0.19174647331237793
171,"An employee fell from the deck of a trailer, suffering injuries that required hospitalization.",Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22962069511413574
172,"An employee climbed through a window to access a locked room. He fell onto a wire cart, fracturing two right-side ribs and suffering internal bleeding.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23319482803344727
173,An employee was unloading a trailer when he stepped back and had his foot run over by a skid steer.,Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.22675800323486328
174,"An employee exited a truck, which then rolled over him. The employee sustained injuries to the skull and legs.","Intracranial injuries, unspecified",Intrac,"Soreness, pain, hurt-nonspecified injury",0.2609257698059082
175,An employee was placing plastic bags into a bailer when a forklift truck crushed his left leg.,Fractures,Fractures,Crushing injuries,0.23634052276611328
183,An employee was pulling an unloading device down a belt when it crushed and lacerated his right hand.,Crushing injuries,1,"Cuts, lacerations",0.18285202980041504
184,An employee was checking the washout cap on top of a tanker truck trailer when they fell off the top of the trailer.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23634862899780273
186,"An employee fell approximately 12 to 14 feet while installing felt on the porch area of a commercial roof, suffering a broken clavicle, broken ribs, a collapsed lung, and head trauma.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23501229286193848
188,An employee was framing on the job site when his pneumatic nail  gun shot a nail into his knee. He was hospitalized and had surgery.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.23380279541015625
190,An employee was operating a hydraulic-activated torque wrench to bolt up a flange. The hydraulic hose to the wrench developed a leak. The employee was injured when high pressure hydraulic fluid penetrated his right hand. The hydraulic wrench was a rental unit. The employee was hospitalized.,"Heat (thermal) burns, unspecified",4,"Puncture wounds, except gunshot wounds",0.18991351127624512
193,"An employee was trying to hang a battery pack fixture. While removing an existing flex whip to check for the circuit tag number (and thus be able to de-energize the circuit), the employee was shocked and fell from the third or fourth rung of an 8-foot ladder. The employee suffered back pain and a head laceration.","Soreness, pain, hurt-nonspecified injury",8,"Cuts, lacerations",0.19269371032714844
196,An employee fell from a ladder.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.21727752685546875
202,An employee was struck by a motor vehicle while walking in a facility. The employee was hospitalized.,"Traumatic injuries and disorders, unspecified",Traumatic injuries,"Intracranial injuries, unspecified",0.2274618148803711
203,"A forklift operator struck a stack of bales weighing approximately 1,200 lbs. As a result, a bale container fell on top of an employee standing in the area. The injured employee was hospitalized.",Crushing injuries,Crushing injuries,"Traumatic injuries and disorders, unspecified",0.23586821556091309
206,Employee fell approximately 7 feet off a highway retaining wall while lowering a jackhammer.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2307415008544922
207,"An employee fell 11 feet, 5 inches through a roof hole opening to the next lower level, suffering back, rib, and head injuries. The hole was unmarked and unguarded at the time of the incident.","Traumatic injuries and disorders, unspecified",Traumatic injuries,"Soreness, pain, hurt-nonspecified injury",0.23761677742004395
209,An employee was bitten on her finger by a cat and was later hospitalized.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.22412109375
212,"An employee was installing a tent. The employee fell off a 12-foot frame ladder while trying to access the second level of the tent. The employee suffered broken ribs, fractured vertebrae, torn tendons and a punctured lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2355945110321045
213,An employee fell 5 feet from a ladder while removing plastic from a locomotive engine.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2280411720275879
214,"An employee was climbing a fiberglass extension ladder that was on a deck and leaning against the gutter of a house. The ladder slid out and the employee fell approximately 7 feet, landing on his chest. The employee sustained three broken ribs, a punctured lung and a strained elbow.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23701739311218262
219,An 18-inch pipe rolled off the forks of a loader when the clamps were lowered. Two employees' legs were pinned between the pipes.,Crushing injuries,Crushing injuries,"Soreness, pain, hurt-nonspecified injury",0.23801541328430176
220,"An employee was troubleshooting a horizontal grinder issue when the discharge conveyor belt turned on. This caused the employee to ride the conveyor belt then fall 12-14 feet to the ground, resulting in fractures to the shoulder and ribs and a punctured lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23597455024719238
221,An employee fell down the stairs while carrying a box from the stock room.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22541189193725586
225,An employee was clearing a spray gun when the 1100 psi pressure injected a component of urethane foam into his finger causing a buildup of material under the skin in the palm of his left hand.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.23424744606018066
226,"An employee was operating a tension leveling machine, which was running a coil of copper through it at a speed of approximately 200 fpm. The employee was at the delivery end of the machine near the payoff reel when he reached into the moving machine. The machine grabbed the glove on his left hand, pulled his left arm into the machine, and rotated him around five times. He was wrapped inside the copper coil from his left hand to his armpit and was severely injured.",Amputations,Amputations,"Traumatic injuries and disorders, unspecified",0.26583123207092285
231,An employee was struck by an airport vehicle.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22580289840698242
232,An employee was dismounting a pallet jack when his ankle got caught between the jack and a yellow barrier pole. The employee was hospitalized and required surgery.,Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.23801732063293457
235,An employee was exiting a dump truck to enter an office when the dump truck rolled and pinned the employee against a wooden post. The employee sustained fractured ribs and a punctured spleen.,Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2328355312347412
236,An employee fell from a tree while trimming it.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2269439697265625
238,An employee fell when he/she drove the forklift off a loading dock ramp. The loading dock had a broken door and broken ramp that were not guarded or blocked at the time of the incident.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23273015022277832
240,"On April 8, 2021, an employee was setting and securing the dock plate when she fell onto the concrete floor landing on her right side.","Soreness, pain, hurt-nonspecified injury",Soreness,"Traumatic injuries and disorders, unspecified",0.2316606044769287
241,"An employee was connecting steel while 20 feet above the ground when they fell off the beam, resulting in injuries that required hospitalization.",Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2361907958984375
243,An employee was spooling wire coming off a wire draw machine when the end of a piece of fence wire struck the employee's eye. The employee suffered an eye injury requiring stitches. Safety glasses were not worn at the time of the incident.,"Intracranial injuries, unspecified",6,"Puncture wounds, except gunshot wounds",0.1893930435180664
245,"An employee was dumping a load of pulp material from a tractor trailer when part of the load became stuck in the elevated position, causing the load to become unstable. The trailer then flipped over, ejecting the employee out of the cab and onto the ground. The employee suffered fractured ribs and fluid on the lung.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23273611068725586
248,"On 6/18/2022, an employee had been driving a tow motor and putting finished products on the pallet wrapper machine when plastic wrap got jammed. The employee got off the tow motor and climbed onto the pallet wrapper to clear the jam. When he grabbed the wrap, his hand was pulled between the turntable and roller bed of the pallet wrapper. His hand was pinned/crushed causing broken bones in the right thumb and index finger. The machine was running at the time.",Crushing injuries,Crushing injuries,Fractures,0.2661149501800537
253,"At approximately 1400 hours on 21 October, an employee was cutting wood using a table saw when the wood kicked back and struck the employee's lower body.","Cuts, lacerations","Cuts,","Soreness, pain, hurt-nonspecified injury",0.23662877082824707
254,An employee was stacking pallets when a forklift ran into him and pinned him against pallets. The employee sustained crushing injuries to the abdomen and a collapsed lung.,Crushing injuries,Crushing injuries,Internal injuries to organs and blood vessels of the trunk,0.23820137977600098
256,"On May 1, 2015 at approximately 11:00 AM two employees were riding in an off-road ATV along the Lechate levee pond when the driver hit a rut and lost control of the vehicle. This caused the vehicle to slide and flip, ejecting the driver into the path of the roll over. The driver sustained injuries to his jaw, collarbone, ribs and internal bruising to his liver. The passenger was not injured.",Internal injuries to organs and blood vessels of the trunk,Internal injuries to,"Soreness, pain, hurt-nonspecified injury",0.26753973960876465
257,"A piece of material or equipment fell from a 20-story building, injuring an employee.",Crushing injuries,Crushing injuries,"Traumatic injuries and disorders, unspecified",0.22747159004211426
258,A maintenance employee was using an air-powered grease gun to grease some floating mooring bits when it injected grease underneath his thumb.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.23602747917175293
263,"On December 1, 2023, an employee was trying to retrieve a fallen wooden board from a layer picker machine. The machine's vacuum head lowered onto the employee, pinning them against the lumber. The employee suffered crushing injuries to the torso: broken ribs and lacerations to the liver and spleen.",Crushing injuries,1,Internal injuries to organs and blood vessels of the trunk,0.19438576698303223
276,An employee was on a roof loading a blue tarp onto a forklift when he fell approximately 15 feet to the ground.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23543882369995117
279,"On January 23, 2015, an employee climbed onto his truck trailer and fell to the ground.",Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23590922355651855
280,An employee fell from a rack in the warehouse.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22820639610290527
281,"On August 2, 2017, at approximately 3:30 p.m., an employee was stringing wire through a tree when the limb he was standing on broke. He fell 8 to 10 feet to the ground, suffering fractured ribs and a collapsed lung. He was hospitalized.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2445220947265625
282,"An employee was struck by an excavator bucket while backfilling a rock wall, suffering a back injury.","Traumatic injuries and disorders, unspecified",Traumatic injuries,"Soreness, pain, hurt-nonspecified injury",0.23150253295898438
283,An employee's hands were caught in a centrifuge causing injury to the left index and middle fingers and the right ring finger.,"Cuts, lacerations","Cuts,",Crushing injuries,0.2376251220703125
288,"An employee was pushing 1,300-pound totes of product down a conveyor when his foot was caught between the conveyor and the roller. The employee sustained a foot injury and was hospitalized.",Crushing injuries,Crushing injuries,"Soreness, pain, hurt-nonspecified injury",0.2369375228881836
291,An employee fell off a ladder after getting shocked.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23028230667114258
294,"While entering a patient's room, an employee slipped on a wet floor mat and fell, striking their face on a bed rail and the back of their head on the floor.","Soreness, pain, hurt-nonspecified injury",Soreness,"Intracranial injuries, unspecified",0.2387087345123291
300,An employee was cleaning the disk of a tractor used for tomato-growing operations with a rag when an insect bit him on his left leg on 5/26/2015. He was later hospitalized when the bite became infected.,"Soreness, pain, hurt-nonspecified injury",8,"Puncture wounds, except gunshot wounds",0.19337034225463867
304,"An employee was struck by a pressurized 4-inch hose when it was disconnected from his truck. The employee suffered broken ribs, a collapsed lung and a right arm laceration.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.23734331130981445
307,"On 1/14/2015 at approximately 11:23a.m. an employee was using a blow down system on a National 340 pump to blow out water in the hard line. Once the 4 inch suction hose was drained, the suction hose was disconnected and a cam lock was placed on the suction hose coming from the pump. The four inch butterfly valve for the suction was left open allowing air to pressure up against the cam lock cap. The employee used this system to build air and blow down the fluid in the tubing line to the tank. The employee was standing in front of the manifold and slightly to the right approximately one foot away. When the employee opened up the manifold, the cam lock cap popped free hitting him in the shin.","Cuts, lacerations","Cuts,","Soreness, pain, hurt-nonspecified injury",0.27587151527404785
308,An employee was walking back to her department when she fell forward while bending down to pick up a piece of paper. The employee was hospitalized.,"Soreness, pain, hurt-nonspecified injury",Soreness,"Traumatic injuries and disorders, unspecified",0.23680686950683594
317,An employee fell 15 feet off a roof after servicing an HVAC unit.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.22727298736572266
318,"Three employees were lifting a piece of pipe when it fell. One employee tried to catch it, but it fell on his hand and smashed his pinky finger. He was hospitalized and had surgery.","Cuts, lacerations","Cuts,",Crushing injuries,0.23423147201538086
319,"An employee was injured while hooking up two pieces of steel when the pig tail hook became caught on a beam on the ground, which rolled the beam onto the employee's leg.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.23372936248779297
326,"An employee was working off a scaffold side bracket patching a concrete wall structure in an elevator shaft. While working off the outrigger platform, the platform failed causing the employee to fall about 30 feet to the ground. The employee suffered three fractured ribs, a punctured lung, and a dislocated right elbow.",Fractures,Fractures,Internal injuries to organs and blood vessels of the trunk,0.2383122444152832
328,An employee was washing down a press with a high-pressure water machine when he dropped the wand and high-pressure water injected into his left arm just above the elbow. He was hospitalized.,"Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.2360854148864746
330,"An employee was helping to fabricate a new catwalk when a metal burr went through the employee's glove and into the palm of his right hand, leaving a sliver. He removed the sliver, but the next day his hand and arm became swollen due to an infection. He was hospitalized and required surgery.","Cuts, lacerations","Cuts,","Puncture wounds, except gunshot wounds",0.24019980430603027
331,"An employee was taking an empty box to the back of the facility to dispose of it when she stepped on a bun tray, slid on the floor, and fell. The employee sustained a hip injury.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.23661327362060547
338,"An employee was on a roof and getting a new battery for his drill when he fell through a fiberglass skylight and injured his right elbow, requiring surgery.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.2595713138580322
339,An employee being trained on pallet-jack operation crashed against pallets.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.2325427532196045
343,"A temporary employee fell through a manhole at a demolition site, landing 14 feet below and suffering a severe head injury and broken ribs.",Fractures,Fractures,"Intracranial injuries, unspecified",0.24322056770324707
349,"An employee was retrieving material off the fourth floor. The employee stepped on the platform of a forklift outside the window and the platform collapsed. The employee fell to the ground and sustained injuries to the jaw, ribs, collar bone, hip, leg and ankle. All injuries occurred to the right side of the body.",Fractures,Fractures,"Soreness, pain, hurt-nonspecified injury",0.24050378799438477
359,"An employee fell from a fixed ladder while closing a ceiling hatch, shattering both heels and sustaining a laceration to the back of his head.",Fractures,Fractures,"Cuts, lacerations",0.23666024208068848
364,"An employee was working off a ladder while taking a measurement for downspout strap placement. He was approximately 14 feet high when the feet of the ladder kicked out, causing him to fall to the ground. He was hospitalized.",Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.239119291305542
368,An employee was chipping a concrete pad when a piece of the concrete came up between his half-face respirator and safety glasses and injured his right eye.,"Intracranial injuries, unspecified",6,"Soreness, pain, hurt-nonspecified injury",0.19191837310791016
371,An employee was cleaning metal with a naphtha solvent when a spark from a nearby welder caused the employee's clothing to ignite. The employee sustained burns to the face and respiratory system.,"Heat (thermal) burns, unspecified",4,Internal injuries to organs and blood vessels of the trunk,0.19295644760131836
372,An employee dropped a brake drum onto their right hand and was hospitalized for surgery.,"Cuts, lacerations","Cuts,","Soreness, pain, hurt-nonspecified injury",0.2309858798980713
374,"The injured employee was working in the bag room and was disconnecting baggage carts from the baggage tractors for staging purposes. As the tractor was moved away, the still connected carts struck and pinned the injured employee on the ground between another cart. The employee was hospitalized.",Crushing injuries,Crushing injuries,"Traumatic injuries and disorders, unspecified",0.24058175086975098
375,"Employee was working on a load former unit.  Employee hit the cycle button to retract the stripper plate while placing his hand on the cover plate.  The stripper plate returned to the extended position and employees middle finger was caught by the machine, removing the tip of the finger and part of the finger nail.","Cuts, lacerations","Cuts,",Amputations,0.2402477264404297
378,An employee fell 35 feet while installing metal decking.,Fractures,Fractures,"Traumatic injuries and disorders, unspecified",0.23851561546325684
379,An employee was using a hammer to hit a steel bearing and dislodge it from a shaft. A small piece of the bearing broke off and embedded in his stomach.,Internal injuries to organs and blood vessels of the trunk,Internal injuries to,"Puncture wounds, except gunshot wounds",0.23993754386901855
