,Text,Predicted Label,LLM Response,True Label,Prediction Time
141,An employee was removing a sheet of veneer from the top deck of the dry out-feed conveyor when a second sheet of veneer fell and lodged in the employee's right forearm.,"Soreness, pain, hurt-nonspecified injury",Sore,"Puncture wounds, except gunshot wounds",0.14402532577514648
161,An employee was talking to a co-worker while walking to lunch and tripped over a pallet that was against the wall. The employee fell to the floor and sustained a laceration to the left arm and a fractured elbow.,"Cuts, lacerations",Cuts,Fractures,0.14761114120483398
163,"An employee was doing a wheel alignment. He stepped out of the vehicle, fell to the ground, and lost consciousness.","Traumatic injuries and disorders, unspecified",Traumatic,"Intracranial injuries, unspecified",0.14316630363464355
170,"An employee was working on pressurized pipe.  When he attempted to loosen a pipe to turn a 90-degree angle, the cap on the pipe dislodged and blew into his abdomen.","Puncture wounds, except gunshot wounds",Puncture,"Soreness, pain, hurt-nonspecified injury",0.14682745933532715
173,An employee was unloading a trailer when he stepped back and had his foot run over by a skid steer.,"Traumatic injuries and disorders, unspecified",Traumatic,"Soreness, pain, hurt-nonspecified injury",0.14477992057800293
183,An employee was pulling an unloading device down a belt when it crushed and lacerated his right hand.,Crushing injuries,Crushing,"Cuts, lacerations",0.14382362365722656
202,An employee was struck by a motor vehicle while walking in a facility. The employee was hospitalized.,"Traumatic injuries and disorders, unspecified",Traumatic,"Intracranial injuries, unspecified",0.14320921897888184
217,"An employee was putting nuts and washers on bolts while standing on an 8-foot A-frame ladder that was in the closed position when the ladder slipped. The employee fell and struck his head on the concrete below, suffering head trauma and a skull fracture.","Intracranial injuries, unspecified",Intr,Fractures,0.1479034423828125
226,"An employee was operating a tension leveling machine, which was running a coil of copper through it at a speed of approximately 200 fpm. The employee was at the delivery end of the machine near the payoff reel when he reached into the moving machine. The machine grabbed the glove on his left hand, pulled his left arm into the machine, and rotated him around five times. He was wrapped inside the copper coil from his left hand to his armpit and was severely injured.","Soreness, pain, hurt-nonspecified injury",Sore,"Traumatic injuries and disorders, unspecified",0.1537010669708252
248,"On 6/18/2022, an employee had been driving a tow motor and putting finished products on the pallet wrapper machine when plastic wrap got jammed. The employee got off the tow motor and climbed onto the pallet wrapper to clear the jam. When he grabbed the wrap, his hand was pulled between the turntable and roller bed of the pallet wrapper. His hand was pinned/crushed causing broken bones in the right thumb and index finger. The machine was running at the time.",Crushing injuries,Crushing,Fractures,0.17025065422058105
256,"On May 1, 2015 at approximately 11:00 AM two employees were riding in an off-road ATV along the Lechate levee pond when the driver hit a rut and lost control of the vehicle. This caused the vehicle to slide and flip, ejecting the driver into the path of the roll over. The driver sustained injuries to his jaw, collarbone, ribs and internal bruising to his liver. The passenger was not injured.",Internal injuries to organs and blood vessels of the trunk,Internal injuries,"Soreness, pain, hurt-nonspecified injury",0.16249465942382812
283,An employee's hands were caught in a centrifuge causing injury to the left index and middle fingers and the right ring finger.,"Soreness, pain, hurt-nonspecified injury",Sore,Crushing injuries,0.1607217788696289
368,An employee was chipping a concrete pad when a piece of the concrete came up between his half-face respirator and safety glasses and injured his right eye.,"Puncture wounds, except gunshot wounds",Puncture,"Soreness, pain, hurt-nonspecified injury",0.15748167037963867
370,"An employee was operating a hand grinder. When the employee stood up to respond to another employee, the cord/plug of the hand grinder struck him in the neck. The employee was hospitalized and received stitches in the neck area.","Puncture wounds, except gunshot wounds",Puncture,"Cuts, lacerations",0.1933150291442871
371,An employee was cleaning metal with a naphtha solvent when a spark from a nearby welder caused the employee's clothing to ignite. The employee sustained burns to the face and respiratory system.,"Heat (thermal) burns, unspecified",Heat (,Internal injuries to organs and blood vessels of the trunk,0.1488819122314453
374,"The injured employee was working in the bag room and was disconnecting baggage carts from the baggage tractors for staging purposes. As the tractor was moved away, the still connected carts struck and pinned the injured employee on the ground between another cart. The employee was hospitalized.","Soreness, pain, hurt-nonspecified injury",Sore,"Traumatic injuries and disorders, unspecified",0.15132570266723633
391,"An employee fell from a 4-foot ladder while working in a vacant apartment, suffering internal bleeding.",Internal injuries to organs and blood vessels of the trunk,Internal injuries,"Traumatic injuries and disorders, unspecified",0.14577436447143555
396,"An employee's glove got stuck when loading a part into Shear # 3.  When the employee used his left hand to pull his right hand out, he kicked the foot pedal and cycled the machine, pinching the end of the middle finger on his right hand between the part and the machine.","Soreness, pain, hurt-nonspecified injury",Sore,Amputations,0.15014910697937012
402,"An employee was standing in the top dog house of a drilling rig when a 3/8"" plug shot out of a jar tool and struck him, injuring his left bicep. He was hospitalized.","Puncture wounds, except gunshot wounds",Puncture,"Soreness, pain, hurt-nonspecified injury",0.14641165733337402
406,An employee jacked up a trailer for repair and then got under the axle to perform work. The trailer was equipped with an auto-leveling system. The system activated and pinned the employee between the axle and the ground.,"Soreness, pain, hurt-nonspecified injury",Sore,"Traumatic injuries and disorders, unspecified",0.14721369743347168
408,An employee was making an adjustment to a tool punch on a punch press. The press cycled while his hand was on top of the punch crushing a right hand finger.,Crushing injuries,Crushing,Amputations,0.14732980728149414
421,An employee was calibrating the corrugator machine when the air cylinder struck his left hand ring finger. The employee was hospitalized for a lacerated and broken finger including the loss of a fingernail.,"Cuts, lacerations",Cuts,Fractures,0.14675259590148926
447,"An employee was moving a load of chicken on a rolling rack into a freight elevator. When he began to push the product into the elevator, he did not notice that the carriage was not there. The product/rack and the employee fell into the elevator. He fell 16 feet, 10 inches, hitting the product before rolling onto the concrete below. He was hospitalized with possible broken ribs, as well as lacerations on the back and left side of his head above the ear. The elevator's limit switch was not working correctly at the time of the incident.","Traumatic injuries and disorders, unspecified",Traumatic,"Cuts, lacerations",0.1722724437713623
448,"An employee was elevating an order picker when three of his fingers were caught between the top of the cage and a steel beam in the ceiling, fracturing and crushing the fingers.",Crushing injuries,Crushing,Fractures,0.147200345993042
461,"An employee was working at a pug mill, loading clay chunks into a wad mill and offloading pugs that came off the wad mill. An extrusion plate, which pushed chunks of clay off a push cart, pinned the employee's left leg against the push cart, causing injuries and fractures to the leg.","Soreness, pain, hurt-nonspecified injury",Sore,Fractures,0.15078377723693848
470,An employee was cleaning a sidehook machine. The machine's arm came down and pressed the employee's hand into a recessed area for a mandrel. The hand was crushed and the employee underwent bone reduction surgery to the little finger.,Crushing injuries,Crushing,Amputations,0.1505136489868164
580,"An employee was standing up a bundle of compressed cardboard to twist the metal wiring closed when his nose was struck and lacerated by the metal tie. He then lost his balance, fell backward, and struck his head on the concrete floor. He required hospitalization.","Cuts, lacerations",Cuts,"Intracranial injuries, unspecified",0.151442289352417
589,An employee pinched her right thumb while closing a floor safe.,"Soreness, pain, hurt-nonspecified injury",Sore,Crushing injuries,0.1456003189086914
608,"An employee was setting up a drilling rig when he fell approximately 14 feet off the substructure. He suffered damaged vertebrae and a cranium laceration, requiring hospitalization.","Cuts, lacerations",Cuts,"Soreness, pain, hurt-nonspecified injury",0.14828252792358398
616,An employee was walking on the roof and fell 8 feet to the ground. His head struck the ground and he sustained injuries requiring hospitalization.,"Traumatic injuries and disorders, unspecified",Traumatic,"Intracranial injuries, unspecified",0.14684581756591797
620,An employee was using a hand-grinder to remove a burr on a receiver hitch when the grinder wheel broke apart and sent a piece of the wheel into the left side of the employee's knee.,"Puncture wounds, except gunshot wounds",Puncture,"Soreness, pain, hurt-nonspecified injury",0.14820075035095215
627,"On November 14, 2023, an employee was receiving a delivery from a truck when some of the merchandise fell from the truck s lift and struck him. He then fell to the ground and his head struck the sidewalk, resulting in an injury that required hospitalization.","Intracranial injuries, unspecified",Intr,"Soreness, pain, hurt-nonspecified injury",0.16419219970703125
631,"An employee was getting out of a dump truck and facing the truck with three points of contact. As he stepped onto the slip-resistant tread, his foot slipped off and he fell backwards, striking his head on the step of a backhoe that was parked next to him. He suffered a head laceration and lost consciousness.","Cuts, lacerations",Cuts,"Intracranial injuries, unspecified",0.15476250648498535
642,"An employee was cleaning a paint gun with xylene. He had removed the gun's spray tip when pressurized xylene sprayed out, lacerating and injecting his hand. He was hospitalized with hand swelling and a potential infection.","Cuts, lacerations",Cuts,"Puncture wounds, except gunshot wounds",0.15118646621704102
645,"An employee was rolling up wire while cleaning a site when he was bitten by a spider on his leg, requiring hospitalization.","Puncture wounds, except gunshot wounds",Puncture,"Traumatic injuries and disorders, unspecified",0.14891672134399414
728,"A temporary employee working for Stellar Staffing, LLC, was cleaning up around a depalletizer. He was recovering empty bottles that had accumulated in the depalletizer when it caught and crushed his right arm, breaking it.",Crushing injuries,Crushing,Fractures,0.1501007080078125
762,"On April 1, 2017, an employee caught her ankle on a push cart and fell, suffering knee and head trauma. She required surgery and hospitalization.","Traumatic injuries and disorders, unspecified",Traumatic,"Soreness, pain, hurt-nonspecified injury",0.1497516632080078
780,"An employee was delivering groceries to a store. When he arrived, the employee opened the trailer door and noticed that the load in the truck had shifted. The employee began to loosen the straps on the boxes. As the straps came loose, the cardboard boxes fell and struck the employee in the head. The employee was hospitalized.","Intracranial injuries, unspecified",Intr,"Traumatic injuries and disorders, unspecified",0.15245890617370605
789,An employee was handling pallets when fiberglass particles became airborne and caused the employee to experience lung irritation. The employee was hospitalized.,Unknown,Pne,Internal injuries to organs and blood vessels of the trunk,0.148634672164917
795,"An employee was watering flowers. A garden hose wrapped around her foot as she tried to disentangle it from a bush, and she fell off a 1.5-foot retaining wall. Her left side hit the wall, and she suffered two broken ribs and a laceration. She was hospitalized.",Internal injuries to organs and blood vessels of the trunk,Internal injuries,Fractures,0.1555931568145752
843,An employee was working with a deli meat slicer when the guard came loose and hit her head.,"Intracranial injuries, unspecified",Intr,"Soreness, pain, hurt-nonspecified injury",0.14644217491149902
871,"An employee's left foot was caught between the forklift he was operating and a pole, requiring surgery.","Soreness, pain, hurt-nonspecified injury",Sore,Crushing injuries,0.14564990997314453
887,An employee was backing a mini-excavator out of a bay. The machine rotated and pinned his head between the cab and the bay door frame. He was bleeding from the ears. The employee was hospitalized and needed surgery to relieve pressure on his brain.,"Cuts, lacerations",Cuts,"Intracranial injuries, unspecified",0.16615891456604004
904,An employee was working in the breeding room and was exposed to an elevated level of ammonia from pig waste. The employee was hospitalized for a respiratory system burn.,Unknown,Respir,Internal injuries to organs and blood vessels of the trunk,0.14735984802246094
913,"An employee was operating a powered industrial truck when the right front tire hit a pot hole, causing the truck to tilt over. The protective cage fell on and injured the employee, who required hospitalization.","Soreness, pain, hurt-nonspecified injury",Sore,"Traumatic injuries and disorders, unspecified",0.1514878273010254
924,An employee's tractor trailer was hit by another truck as it backed into a shipping/receiving area. The employee's head hit the driver's side window and was injured on the left side.,"Soreness, pain, hurt-nonspecified injury",Sore,"Intracranial injuries, unspecified",0.15087652206420898
928,"An employee was installing screws and clips in insulation before placing roofing sheets when the employee slipped and fell approximately 45 feet to a lower level, requiring hospitalization for multiple broken bones.",Fractures,Fract,"Traumatic injuries and disorders, unspecified",0.14958763122558594
934,"An employee was lowering a porcelain post from an electrical transmission line in the ""right of way"" when the post fell onto the employee. The employee suffered shoulder and spleen injuries.",Internal injuries to organs and blood vessels of the trunk,Internal injuries,"Soreness, pain, hurt-nonspecified injury",0.14977312088012695
945,An employee was injured while operating a stand-up lift truck located by the refrigeration unit.,"Traumatic injuries and disorders, unspecified",Traumatic,"Soreness, pain, hurt-nonspecified injury",0.14810943603515625
961,"An employee was cleaning a chiller when a coworker turned on the equipment. The paddle in the chiller struck the employee's right hand, breaking and lacerating the middle and ring fingers. The equipment was not locked/tagged out at the time of the incident.","Cuts, lacerations",Cuts,Fractures,0.15343856811523438
965,"An employee was being trained on how to operate an electric pallet jack. When he stepped off the pallet jack, it continued moving and struck his left foot, lacerating it and breaking his ankle.","Cuts, lacerations",Cuts,Fractures,0.15016508102416992
999,"An employee was doing maintenance work from a ladder. The employee fell from the ladder, landing about 9 feet below and suffering an injury that caused bleeding from the head and the inability to move.","Cuts, lacerations",Cuts,"Traumatic injuries and disorders, unspecified",0.14952826499938965
1017,"An employee was working with a child patient when the patient crawled behind her. The employee tripped over the patient, fell, and lost consciousness.","Traumatic injuries and disorders, unspecified",Traumatic,"Intracranial injuries, unspecified",0.14585518836975098
1029,"An employee was stepping over a guardrail when it caught his shoe, causing him to fall to the cement floor. He suffered a contusion to the left kidney, a muscle strain in his shoulder/left upper arm, and a lower back strain.","Soreness, pain, hurt-nonspecified injury",Sore,Internal injuries to organs and blood vessels of the trunk,0.15114951133728027
1057,"An employee was dry mopping and sweeping a pedestrian aisle near a packing line when she slipped and fell on the floor, injuring her head and back and suffering a possible concussion. She was hospitalized.","Soreness, pain, hurt-nonspecified injury",Sore,"Intracranial injuries, unspecified",0.1480262279510498
1062,"An employee was attempting to adjust the bars on a drill rig but the drill rig rotated and hit the employee. The employee was caught between the drill rig and the casing, suffering abdominal trauma.","Traumatic injuries and disorders, unspecified",Traumatic,Internal injuries to organs and blood vessels of the trunk,0.1607050895690918
1063,An employee was bitten by a spider.,"Puncture wounds, except gunshot wounds",Puncture,"Traumatic injuries and disorders, unspecified",0.14711737632751465
1149,"A patient struck an employee in the abdomen, causing blunt abdominal trauma.","Traumatic injuries and disorders, unspecified",Traumatic,"Soreness, pain, hurt-nonspecified injury",0.16658759117126465
1153,"An employee was looking for a hydraulic leak on a boom lift when the hydraulic hose burst and injected fluid into the employee's left middle finger and lacerated it, requiring surgery.","Cuts, lacerations",Cuts,"Puncture wounds, except gunshot wounds",0.15049147605895996
1154,"An employee was climbing an extension ladder with a spray rig gun in his right hand. The trigger to the spray gun was hit accidentally while the gun's extension was resting on his palm below his left index finger. The spray rig discharged, and the pressure cut through the skin and injected paint into the palm of his hand.","Puncture wounds, except gunshot wounds",Puncture,"Cuts, lacerations",0.15414786338806152
1166,"An employee was struck in the crosswalk of a city street by a motor vehicle, requiring hospitalization for a torso injury.","Traumatic injuries and disorders, unspecified",Traumatic,"Soreness, pain, hurt-nonspecified injury",0.147782564163208
