,Text,Predicted Label,LLM Response,True Label,Prediction Time
1808,Marcel Desjardins (born May 19 1966) is the current General Manager for the Ottawa Redblacks in the Canadian Football League. He was most recently the Assistant GM for the Montreal Alouettes from 2008 to 2012. He has also served as the General Manager for the Hamilton Tiger-Cats for two seasons. He is a three time Grey Cup champion having won all three with the Alouettes. Desjardins is a graduate of the Sports Administration program at Laurentian University in Sudbury Ontario.,OfficeHolder,Office,Athlete,0.1302645206451416
1833,For the singer see Muhammad Shahid Nazir.,Building,Building,Athlete,0.10172677040100098
1896,Carly Rae Patterson-Caldwell (born February 4 1988 in Baton Rouge Louisiana)[citation needed] is an American singer and former gymnast. She is the 2004 Olympic All-Around Champion and a member of the USA Gymnastics Hall of Fame. She currently lives in Allen Texas.[citation needed],Artist,Artist,Athlete,0.1074991226196289
1970,Gichin Funakoshi (船越 義珍 Funakoshi Gichin November 10 1868 – April 26 1957) is the founder of Shotokan Karate-Do perhaps the most widely known style of karate and is attributed as being the father of modern karate. Following the teachings of Anko Itosu he was one of the Okinawan karate masters who introduced karate to the Japanese mainland in 1922. He taught karate at various Japanese universities and became honorary head of the Japan Karate Association upon its establishment in 1949.,Artist,Artist,Athlete,0.1330275535583496
2327,Edward Ed Asner (born November 15 1929) is an American film television stage and voice actor and a former president of the Screen Actors Guild.,Artist,Artist,OfficeHolder,0.10259866714477539
2383,Zhao Yi (1727-1814) was a poet historian and critic during the Qing Dynasty in China. Zhao is notable for his innovative poetry his historical writings (including Notes on the Twenty-Two Dynastic Histories) and for espousing unconventional views on various aspects of Chinese dynastic history.,Artist,Artist,OfficeHolder,0.10847878456115723
2491,Sir Sidney Poitier KBE (/ˈpwɑːtjeɪ/ or /ˈpwɑːti.eɪ/; born February 20 1927) is a Bahamian-American actor film director author and diplomat.In 1964 Poitier became the first black person to win an Academy Award for Best Actor for his role in Lilies of the Field.,Artist,Artist,OfficeHolder,0.10983586311340332
2494,Guillermo Prieto Pradillo (10 February 1818 — 2 March 1897) was a Mexican novelist short-story writer poet chronicler journalist essayist patriot and Liberal politician. According to Eladio Cortés during his lifetime he was considered Mexico's national poet and his political allegiance to the Mexican liberals allowed him to serve as Minister of Finance and Foreign Affairs under different administrations.In his writings he used several pen names including Don Benedeno and Fidel.,Artist,Artist,OfficeHolder,0.1093142032623291
3039,Morrison's Cafeterias was a chain of cafeteria-style restaurants located in the Southeastern United States with a concentration of locations in Georgia and Florida. Generally found in shopping malls Morrison's primary competition was Piccadilly Cafeterias. It was particularly popular in Florida with its high proportion of retirees. At its peak the company was synonymous with good southern cooking and operated 151 restaurants under the Morrison's name in 13 states.,Company,Company,Building,0.1391596794128418
3053,Indian God Rock is a large boulder in the northwestern part of the U.S. state of Pennsylvania. Located near the unincorporated community of Brandon it lies along the Allegheny River in Venango County's Rockland Township. It is significant for the large petroglyph on one of its sides. Because of the petroglyph the rock has been an explorers' landmark a tourist attraction and an object of scholarly investigation.,NaturalPlace,Natural,Building,0.11228537559509277
3075,The Bulkeley School is located in New London Connecticut. The school was built in 1871 and was added to the National Register of Historic Places on August 13 1981.,EducationalInstitution,Educ,Building,0.10278582572937012
3094,WOW Cafe American Grill & Wingery is a restaurant founded in 2001 by Paul Scott and Steve Ballard in Covington Louisiana. Since opening its first restaurant the franchise has expanded and opened locations all over the United States including more than 50 in 2008. The headquarters are still located in Covington. The name is an abbreviation of World of Wings.,Company,Company,Building,0.11253929138183594
3144,O'Fallons Bluff is a section of bluffs about 20 miles (32 km) long that run along the south side of the Platte river near Sutherland in Lincoln County Nebraska. The Oregon and California trails ran up and over these bluffs. They were characterized by American pioneers heading west to Oregon and California as sparse in vegetation with a number of violent incidents involving Native Americans.,NaturalPlace,Natural,Building,0.11113715171813965
3169,The campus of the Massachusetts Institute of Technology is located on a 168-acre (68 ha) tract in Cambridge Massachusetts United States. The campus spans approximately one mile (1.6 km) of the north side of the Charles River basin directly opposite the Back Bay neighborhood of Boston Massachusetts.The campus includes dozens of buildings representing diverse architectural styles and shifting campus priorities over MIT's history.,EducationalInstitution,Educ,Building,0.10988402366638184
3222,Elf is a racing yacht built in 1888 by George Lawley & Son of South Boston Massachusetts for William H. Wilkinson. She was designed by George F. Lawley and is the oldest small yacht in the United States. She is located at Fredericktown Cecil County Maryland.She was listed on the National Register of Historic Places on March 26 1980.,MeanOfTransportation,Mean,Building,0.11540937423706055
3284,Switzler Hall is an academic hall on the campus of the University of Missouri in Columbia Missouri. The building was completed in 1872 and it is located on the west side of the David R. Francis Quadrangle. Switzler Hall is the oldest academic building and second oldest structure on campus after the Chancellor's Residence. The building was named after Colonel William Franklin Switzler editor and publisher of the Missouri Statesman and supporter of the University.,EducationalInstitution,Educ,Building,0.11108589172363281
3331,In 1811 Andrew Ellicott made a survey for the state of Georgia to resolve the boundary dispute between Georgia and North Carolina which in 1810 had resulted in a short armed conflict between the two called the Walton War. He engraved a large rock in the Chattooga River with N-G standing for North Carolina - Georgia.,NaturalPlace,Natural,Building,0.10958433151245117
3357,Jubilee Mission Medical College and Research Institute is a private medical college located at Thrissur in Kerala India. The establishment is administered by the Jubilee Mission Hospital Trust a charitable organization under the Catholic Archdiocese of Thrissur.,EducationalInstitution,Educ,Building,0.1111609935760498
3480,Block House is a restaurant chain based in Hamburg that was founded in 1968. It specializes in steaks.The chain was founded by Eugen Block and his sister Marlies Head. It currently owns 41 restaurants in Europe; 34 of which are in Germany and the others are in Switzerland Portugal and Spain. Total number of employees are 1650.,Company,Company,Building,0.10951590538024902
3511,Purandar fort (also called Purandhar fort) पुरंदर किल्ला (in Marathi) figures repeatedly in the rising of Shivaji against the Bijapur kingdom and the Mughals. Purandhar fort stands 4472 ft. above the sea (1387 m) in the Western Ghats 20 miles southeast of Pune. It actually consists of two forts - Purandar and Vajragad (or Rudramal). The latter is the smaller of the two and is on the eastern side of the main fort. The village Purandar takes its name from this fort.,Building,Building,NaturalPlace,0.13249444961547852
3844,Grosvenor Canal was a canal in the Pimlico area of London opened in 1825. It was progressively shortened as first the railways to Victoria Station and then the Ebury Bridge housing estate were built over it. It remained in use until 1995 enabling barges to be loaded with refuse for removal from the city making it the last canal in London to operate commercially. A small part of it remains among the Grosvenor Waterside development.,MeanOfTransportation,Mean,NaturalPlace,0.10941815376281738
3967,Cancajanag is located within the municipal boundary of Dagami in the province of Leyte on the island of Leyte Region VIII of the Philippines.,Village,V,NaturalPlace,0.10218644142150879
4785,Actinidia /ˌæktɨˈnɪdiə/ is a genus of woody and with few exceptions dioecious plants native to temperate eastern Asia occurring throughout most of China Taiwan Korea and Japan and extending north to southeast Siberia and south into Indochina. The genus includes shrubs growing to 6 m (20 ft) tall and vigorous strong-growing vines growing up to 30 m (98 ft) in tree canopies.,Plant,Plant,Animal,0.12229418754577637
5337,The London Metal Exchange (LME) is the futures exchange with the world's largest market in options and futures contracts on base and other metals. As the LME offers contracts with daily expiry dates of up to three months from trade date along with longer-dated contracts up to 123 months it also allows for cash trading. It offers hedging worldwide reference pricing and the option of physical delivery to settle contracts.,Company,Company,Plant,0.11044740676879883
5588,Laufer was a rock band from Rijeka Croatia that was active between 1986 and 1996. They were briefly active again after 2003.They released two albums in 1994 The Best Off... under the minor label Corona and Pustinje (Deserts) under Croatia Records. In 2004 the former label released a compilation album Epitaf (Epitaph). The album The Best Off... was released again in 2010 by Dallas Records.,Artist,Artist,Album,0.12938880920410156
5594,Diddy Kong Racing is a 1997 racing game for the Nintendo 64 developed by Rareware. 800000 copies were ordered in the two weeks before Christmas 1997 making it the fastest selling video game at the time according to the Guinness Book of World Records. It was the first game to spin off from the Donkey Kong Country series and stands as the Nintendo 64's sixth best-selling game.A racing game like Mario Kart 64 Diddy Kong Racing also has a distinctive adventure mode.,WrittenWork,Written,Album,0.1304306983947754
6237,Inside Films is a joint effort between Intel and Toshiba that focuses on creating social films. Founded in 2011 Inside Films has produced three social films spanning three different genres: The Inside Experience (2011) Daytime Emmy and Cannes Lions award winning The Beauty Inside (2012) and The Power Inside (2013).,Company,Company,Film,0.10815691947937012
6439,The Christmas Raccoons is the first of four television specials before the main animated television series succeeding it The Raccoons took place. It was first broadcast in syndication on December 17 1980. The story takes place in the Evergreen Forest home of the forest ranger Dan his children Tommy and Julie and their pet sheepdog Schaeffer.,WrittenWork,Written,Film,0.10927224159240723
6676,Star Weiss is an accomplished journalist educator and author. She was born in Tarrytown New York and moved around the state as a child spending her teen years in White Plains. Star moved to Canada after meeting her husband Russ. Together they have had two daughters and now live out of Victoria British Columbia.,Artist,Artist,WrittenWork,0.10889291763305664
6902,Cosmo Police Justy (Cosmo Police ジャスティ Kosumo Porīsu Jasuti) is a science fiction anime OVA released on July 20 1985 in Japan. The anime is based on a manga by Tsuguo Okazaki which ran in Shōnen Sunday Super. The OVA was released as a double feature with the Area 88 film.The story follows Justy Kaizard a police officer who chases down criminal espers; his tactics might be similar to those of a bounty hunter but he is a salary-drawing officer. Justy is also an esper with remarkable powers.,Film,Film,WrittenWork,0.1300816535949707
