,Text,Predicted Label,LLM Response,True Label,Prediction Time
516,Mithila has been reputed for its great and outstanding culture civilization tradition and heritage in the whole world since time immmemorial. The splendour of the ideal life of Mother Sita not only purified the soil of mithila but also spread brightness in the entire universe. On this very fertile land of Mithila famous eye surgeon Dr.,Village,V,EducationalInstitution,0.1361982822418213
569,Osborne King originally Osborne King & Megran is a commercial property consultancy firm based in Belfast UK and private partnership of chartered surveyors in the United Kingdom. It is among the oldest firms of its kind in Ireland having been founded in 1947. It is known for its public sector workwith contracts in defence county councils government offices and educational facilities.,Company,Company,EducationalInstitution,0.1363048553466797
603,Human resource policies are systems of codified decisions established by an organization to support administrative personnel functions performance management employee relations and resource planning.Each company has a different set of circumstances and so develops an individual set of human resource policies.,Company,Company,EducationalInstitution,0.12684392929077148
945,Conception Abbey is a monastery of the Swiss-American Congregation of the Benedictine Confederation. The monastery founded by the Swiss Engelberg Abbey in 1873 in northwest Missouri's Nodaway County was raised to a conventual priory in 1876 and elevated to an abbey in 1881. At present the community numbers sixty-five monks who celebrate the Eucharist and Liturgy of the Hours daily and who staff and administer Conception Seminary College the Printery House and the Abbey Guest Center.,Building,Building,EducationalInstitution,0.14718031883239746
947,Wintec is an Australian saddle manufacturer known for the first synthetic saddles.,Company,Company,EducationalInstitution,0.12744998931884766
949,The International Centre for Theoretical Sciences is a research centre in Hesaraghatta Bangalore set up by the Tata Institute of Fundamental Research. The centre is to be resource for higher education and training and research and is modelled after successful institutes such as the Kavli Institute for Theoretical Physics in Santa Barbara and the Abdus Salam International Centre for Theoretical Physics in Trieste Italy.,Building,Building,EducationalInstitution,0.13778018951416016
1001,Harley Peyton is an American television producer and writer. He worked in both capacities on Twin Peaks and was nominated for an Emmy Award for his writing on the series. He went to Harvard and Stanford.,OfficeHolder,Office,Artist,0.12829852104187012
1002,Geoffrey Alan Landis (born May 28 1955) is an American scientist working for the National Aeronautics and Space Administration (NASA) on planetary exploration interstellar propulsion solar power and photovoltaics.,OfficeHolder,Office,Artist,0.12887334823608398
1003,Oliver Benjamin is an American journalist and author. He is best known for having founded the religion Dudeism.,Company,Company,Artist,0.12709736824035645
1008,A.P. Younger; born Andrew Percy Younger (September 25 1890 – November 29 1931) was an American screenwriter. He wrote for 60 films between 1919 and 1931.He was born in Sacramento California and committed suicide on November 29 1931 in Hollywood California.,Film,Film,Artist,0.14466595649719238
1012,Isis Taylor (born October 23 1989 in San Francisco California) is the stage name of an American pornographic actress.,Company,Company,Artist,0.13488435745239258
1017,Sergey Terentyevich Semyonov (Russian: Серге́й Терентьевич Семёнов) born March 28 1868 – died December 3 1922 was a Russian writer and a member of the Moscow literary group Sreda.,WrittenWork,Written,Artist,0.13725924491882324
1022,Adam Rittenberg is a blogger and sports journalist for ESPN's college football section dedicated to the Big Ten Conference in college football. Before 2008 when he joined ESPN he was a sports writer at Daily Herald (Arlington Heights) in Illinois. Rittenberg is a graduate of Northwestern University and resides near Chicago Illinois.,OfficeHolder,Office,Artist,0.13733744621276855
1023,Hiroshi Shima (島 比呂志 1918–2003 real name Kaoru Kishiue岸上 薫) was a Japanese novelist Hansen's disease patient and the chief editor of a literary coterie journal Kazan Chitai (Lava belt). His letter prompted a lawsuit resulting in the compensation due to the unconstitutionality of the Japanese leprosy prevention law.,WrittenWork,Written,Artist,0.14523816108703613
1028,Guiyeoni (born 1985 in Jae Chun South Korea) is the penname of Internet novelist Lee Yoon-sae. She first reached fame with her novels He Was Cool and Romance of Their Own which spawned commercially successful films of the same name as with another book A Wolf's Attraction. Since then one of her other books Do Re Mi Fa So La Ti Do has become a film starring Jang Keun Suk. A movie of To My Boyfriend is also in planning stages.,WrittenWork,Written,Artist,0.14655494689941406
1035,Faranak Margolese is a writer best known as the author of Off the Derech a book about contemporary assimilation in the Orthodox Jewish world.,WrittenWork,Written,Artist,0.128648042678833
1042,Lisa Morpurgo Dordoni (Soncino (CR) 19 May 1923 - Milan 9 May 1998) was a writer and astrologer.Lisa gained a degree in literature at the Università Statale di Milano.She started to be interested in astrology while working as a translator for book publishers.Lisa was first intrigued by astrology while translating the French book  Lo Zodiaco - Segreti e sortilegi  by François-Régis BastideThe translation of this book about zodiacal signs peculiarities awakened her curiosity for astrology a matter up to that moment so distant from her cultural background.,WrittenWork,Written,Artist,0.17766499519348145
1047,Jonathan Patrick Lamas (born October 16 1974) is an American author writer and producer. In addition to his contributions as an automotive journalist for various automotive publications he is known for such books as Out On My Own and Sanctuary of Expression. He is also known for his musical contributions as vocalist and guitarist of several Los Angeles bands. In 2005 Lamas played a bit part in the independent film Mute directed by Melissa Joan Hart.,WrittenWork,Written,Artist,0.14630389213562012
1048,Eric John Ernest Hobsbawm CH FBA FRSL (/ˈhɒbz.bɔːm/; 9 June 1917 – 1 October 2012) was a British Marxist historian of the rise of industrial capitalism socialism and nationalism.,OfficeHolder,Office,Artist,0.1299436092376709
1056,Ralph David Foster (April 25 1893–August 11 1984) was an American broadcasting pioneer and philanthropist who created the framework for Springfield Missouri to challenge Nashville Tennessee as the nation's country music capital during the 1950s. His KWTO was a stepping-stone for many top country artists; and with his music businesses led to creation of Ozark Jubilee the first U.S. network television program to feature country's top stars.,Company,Company,Artist,0.14592218399047852
1060,Hasegawa Nyozekan (長谷川 如是閑 November 30 1875 -November 11 1969) was the pen-name of Hasegawa Manjirō a Japanese social critic and journalist in the Taishō and Shōwa periods Japan. He was one of the most important and widely read supporters of liberalism and democracy in inter-war Japan.,WrittenWork,Written,Artist,0.14494657516479492
1061,Serge Lang (June 6 1920–November 21 1999) was a French journalist alpine skier and the founder of the alpine skiing World Cup. As a journalist he covered alpine skiing cycling and other sports for five major publications. In the mid-1960s he envisioned a season-long series of ski races which became the World Cup skiing circuit. He continued to guide the growth of the World Cup and the sport of ski racing over the next two decades.,Athlete,Ath,Artist,0.1458280086517334
1062,Nigel Barr grew up as a member of the High Wycombe Salvation Army band. In 1980 he went to the Guildhall School of Music and studied trombone with Peter Gane and Denis Wick during that time he was also a member of International Staff Band (1980–82) playing bass trombone.Since then Barr has had a varied freelance career and several business ventures including setting up in 1982 which manufactured and distributed leather gig bags.,Company,Company,Artist,0.14572358131408691
1063,Wen Shaoxian (Chinese: 溫紹賢) born 4 December 1934) also known as Wan Siu Yin is a literary writer famous for his short stories about the lives of the new immigrants from the mainland in Hong Kong. He is expert in writing political and historical novels. Wen is a translator and editor by profession and is also a professor of translation and comparative grammar.,WrittenWork,Written,Artist,0.14518165588378906
1066,Lisa Grunwald Adler (born 1959) is an American author.,WrittenWork,Written,Artist,0.1354522705078125
1070,Daryl Crimp (born 1958) is a New Zealand writer illustrator and cartoonist.He specialises in books on fishing in New Zealand.,WrittenWork,Written,Artist,0.12813615798950195
1073,Ruth Sawyer (August 5 1880–June 3 1970) was an American storyteller and a writer of fiction and non-fiction for children and adults. She may be best known as the author of Roller Skates which won the 1937 Newbery Medal. She received the Laura Ingalls Wilder Award in 1965 for her lifetime achievement in children's literature.,WrittenWork,Written,Artist,0.14610719680786133
1074,Danni Ashe (born January 16 1968) is the pseudonym of an American nude model and former erotic dancer who is the founder and former CEO of Danni's Hard Drive a pioneering adult web site. Ashe started her adult Internet site in 1995. She has been an industry advocate and testified before a government panel. Currently she is retired from modeling and has become an Arizona based photographer.,Company,Company,Artist,0.14489221572875977
1076,Josh Pahigian is an American author who specializes in books and articles about baseball. He is particularly well known as an expert in the field of sports travel writing books on this topic as well as articles that have appeared in espn.com.,WrittenWork,Written,Artist,0.12884140014648438
1078,Karen Alkalay-Gut (born 29 March 1945) is an award-winning poet professor and editor who lives in Israel and writes in English.,EducationalInstitution,Educ,Artist,0.12966060638427734
1080,Daniel Lawrence Newman PhD (born 1963) is a British writer scholar and translator of Arabic literature. Newman is currently the head of the Arabic department at the University of Durham and Director of the MA programme in English-Arabic Translation and Interpreting.,EducationalInstitution,Educ,Artist,0.12948966026306152
1084,Brian Christian (born 1984 in Wilmington Delaware) is an American author and poet best known for his book The Most Human Human. He competed as a confederate in the 2009 Loebner Prize competition attempting to seem more human than the humans taking the test and succeeded.,WrittenWork,Written,Artist,0.13215279579162598
1086,Ryan Sohmer (born (1978-07-05)July 5 1978) writes the webcomics Least I Could Do and Looking for Group. Sohmer is the Vice President/Creative Director of Blind Ferret Entertainment and is the owner of The 4th Wall a comic book store in Montreal Quebec. He lives in Montreal Quebec with his wife Sue and son Caden.,Company,Company,Artist,0.14516329765319824
1088,Alfredo Panzini (31 December 1863-10 April 1939) was an Italian novelist and lexicographer. Born in Senigallia Panzini was a student of Giosuè Carducci at the University of Bologna. Panzini worked as a secondary school teacher before becoming a writer. Panzini is noted for the humorous and often genial tone of his writings. Among his many works there are Libro dei Morti (1893) Santippe (1914) and Il diavolo nella mia libreria (1920).,WrittenWork,Written,Artist,0.17643380165100098
1093,David Harry France OBE (born 30 June 1948) is an author football historian and philanthropist. Throughout the past decade he has been the driving force behind numerous initiatives related to Everton Football Club including Gwladys Street’s Hall of Fame the Everton Former-Players’ Foundation the Founding Fathers of Merseyside Football and the Everton Collection (formerly known as The David France Collection).,OfficeHolder,Office,Artist,0.14484786987304688
1094,William McFee (June 15 1881–July 2 1966) was a writer of sea stories.,WrittenWork,Written,Artist,0.12758326530456543
1098,Victor Olegovich Pelevin (Russian: Ви́ктор Оле́гович Пеле́вин IPA: ['vʲiktər pʲɪ'lʲevʲɪn] born 22 November 1962) is a Russian fiction writer the author of novels Omon Ra Chapayev and Void and Generation P. He is a laureate of multiple literary awards including the Russian Little Booker Prize (1993) and the Russian National Bestseller (2004).,WrittenWork,Written,Artist,0.1467456817626953
1103,Kim Chunsu was one of the leading South Korean poets of the late twentieth century. He won numerous literary awards and was a professor of Korean Literature. His works have been translated into English German and Spanish.,WrittenWork,Written,Artist,0.1286325454711914
1105,José de la Cuadra (September 3 1903 - February 27 1941) was an Ecuadorian social realist writer whose short stories are among the most important in Ecuadorian literature.,WrittenWork,Written,Artist,0.12997198104858398
1112,David Dave Albert Wyndorf (born October 28 1956) is the lead vocalist guitarist pianist trombonist and songwriter for the American rock group Monster Magnet. He is the frontman and only remaining original member of the band. He is also an occasional guest on the podcast Tell 'Em Steve-Dave!.,Company,Company,Artist,0.13860440254211426
1118,Claude Ribbe (born 13 October 1954) is a French writer and academic historian of Caribbean origin.,WrittenWork,Written,Artist,0.1279926300048828
1121,Ochirbatyn Dashbalbar (Mongolian: Очирбатын Дашбалбар; 1957—1999) was a Mongolian writer and politician.,WrittenWork,Written,Artist,0.12925314903259277
1128,Jean P. Sasson (born 1950Troy Alabama United States) (Sasson is Hebrew for happiness) is an American writer whose work mainly centers around women in the Middle East.,WrittenWork,Written,Artist,0.12905597686767578
1131,I. Newton Baker was private secretary to and biographer of Robert G. Ingersoll. He was earlier one of the editors of the American Sunday-School Times.,OfficeHolder,Office,Artist,0.1365187168121338
1138,Hilde Haugsgjerd (born 7 July 1952) is a Norwegian newspaper editor.She was born in Oslo. She was the party leader of the Red Electoral Alliance from 1979 to 1981 and was married to the party's first leader Sigurd Allern from 1972 to 1977.She worked as a journalist in Klassekampen and Dagbladet as well as information director of Rikshospitalet before becoming a newspaper editor.,OfficeHolder,Office,Artist,0.14619660377502441
1144,Kage Baker (June 10 1952 – January 31 2010) was an American science fiction and fantasy writer.,WrittenWork,Written,Artist,0.12914204597473145
1148,Andy Worthington is a British historian investigative journalist and film director.He has published three books and been published in numerous publications.In 2009 Worthington was the co-director of a documentary about the Guantanamo detainees.Worthington is a frequent contributor to the Huffington Post a liberal weblog.,Company,Company,Artist,0.12976503372192383
1149,Joseph Bharat Cornell is a nature educator in the United States. He was given the Indian name Bharat by his yoga teacher Swāmī Kriyānanda Giri.[citation needed] He wrote the book Sharing Nature with Children in the early 1970s to promote outdoor learning.,EducationalInstitution,Educ,Artist,0.13762378692626953
1165,William Farquhar Payson (1876-1939) was an American author. He was born in New York city February 18 1876 the son of Francis and Mary F. (Dabney) Payson and grandson of John Larkin and Frances (Lithgow) Payson and of Charles Henry and Ellen M. (Jones) Dabney and a descendant of Edward Payson (1614–1675). He received his preparatory education in England and in New York city; was a student at Columbia University 1892–93 and in 1893 engaged in journalism.,WrittenWork,Written,Artist,0.1772475242614746
1167,Anthony W. Coldeway (August 1 1887 – January 29 1963) was a screenwriter who had an extensive career from 1910 through 1954. Although most of his work was on films he did some writing for television and also was the director of a silent film entitled Her Great Dilemma in 1917. He was born in Louisville Kentucky.In 1928 he was nominated for an Academy Award for Writing Adapted Screenplay at the 1st Academy Awards for his film Glorious Betsy.,Film,Film,Artist,0.14844250679016113
1179,Tobias Jonathan Ansell Wolff (born June 19 1945) is an American author. He is known for his memoirs particularly This Boy's Life (1989) and his short stories. He has also written two novels.,WrittenWork,Written,Artist,0.12962937355041504
1181,Valerian Nikolayevich Maykov (Russian: Валериа́н Никола́евич Ма́йков September 9 1823 Moscow Russia — July 27 1847 v.Novoye) was a Russian Empire author and literary critic son of painter Nikolay Maykov brother of poet Apollon and novelist Vladimir Maykovs.,WrittenWork,Written,Artist,0.14511394500732422
1182,Paul Cornell (born 18 July 1967) is a British writer best known for his work in television drama as well as Doctor Who fiction and as the creator of one of the Doctor's spin-off companions Bernice Summerfield.As well as Doctor Who other television dramas for which he has written include Robin Hood Primeval Casualty Holby City and Coronation Street.Cornell has also written for a number of British comics as well as Marvel Comics and DC Comics in America and has had three original novels published in addition to his Doctor Who fiction.,WrittenWork,Written,Artist,0.14801502227783203
